"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Girls-Value","Girls-Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","38","124","NA","NA","","32","59","43","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","50","36","NA","NA","","35","20","69","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","x","13","NA","NA","Suppressed","x","8","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","42","12","NA","NA","","x","7","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","46","13","NA","NA","","x","8","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","32","38","NA","NA","","38","21","24","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","42","137","NA","NA","","37","68","48","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","32","741","NA","NA","","24","386","42","355"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","15","47","NA","NA","","14","28","16","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","63","NA","NA","","32","34","41","29"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","47","78","NA","NA","","49","37","46","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","60","15","NA","NA","","63","8","57","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","x","8","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","38","21","NA","NA","","29","14","57","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","29","35","NA","NA","","24","17","33","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","36","75","NA","NA","","28","36","44","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","43","14","NA","NA","","x","4","x","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","69","16","NA","NA","","x","7","x","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","x","8","NA","NA","Suppressed","x","5","x","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","33","15","NA","NA","","x","7","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","31","81","NA","NA","","21","39","41","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","40","20","NA","NA","","25","12","63","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","43","35","NA","NA","","41","17","44","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","44","23","NA","NA","","50","10","39","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","26","85","NA","NA","","14","42","37","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","37","440","NA","NA","","33","220","41","220"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x","x","NA","NA","Suppressed","x","3","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","11","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","18","NA","NA","","40","10","50","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","50","38","NA","NA","","35","20","67","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","38","260","NA","NA","","32","139","44","121"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","21","38","NA","NA","","x","25","x","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","York","Local Authority","E06000014","All pupils","All pupils","67","9","NA","NA","","x","3","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","22","85","NA","NA","","15","34","28","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","x","19","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","31","345","NA","NA","","26","171","36","174"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","43","NA","NA","","15","26","29","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","44","34","NA","NA","","33","18","56","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","45","282","NA","NA","","34","140","56","142"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","31","248","NA","NA","","23","122","39","126"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","55","78","NA","NA","","49","35","61","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x","3","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","39","1489","NA","NA","","27","738","50","751"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","46","276","NA","NA","","41","120","51","156"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","43","70","NA","NA","","36","36","50","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","21","257","NA","NA","","16","128","26","129"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x","7","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","44","72","NA","NA","","29","34","58","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","32","37","NA","NA","","21","14","39","23"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","38","48","NA","NA","","31","26","46","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","39","36","NA","NA","","33","21","47","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","37","139","NA","NA","","27","77","50","62"
