"Title","EBacc achievement by ethnicity and area "
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","22","3271","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","34","3222","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","18","2018","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","18","2979","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","26","2021","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","16","2808","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","21","3222","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","20","2028","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","22","3029","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","24","5700","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","17","1486","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","18","1751","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","29","5886","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","20","2980","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","23","4001","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","20","3407","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","35","1511","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","19","2015","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","19","7297","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","9","1149","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","18","6108","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","27","7464","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","6612","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","14","1528","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","25","7243","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","26","472","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","24","4492","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","18","2275","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","17","2974","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","23","1681","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","1986","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","24","2857","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","27","2375","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","20","8176","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","15","1801","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","22","1769","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","18","2306","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","28","5003","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","12","1457","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","25","5183","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","19","1308","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","26","5139","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","19","2376","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","22","13142","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","10336","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","14","937","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","21","7551","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","20","1698","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","29","1649","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","18","6440","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","23","1385","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","34","549","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","37","687","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","51","624","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","32","1005","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","25","506","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","43","297","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","29","491","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","25","698","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","23","582","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","37","685","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","21","316","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","38","571","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","41","483","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","19","1051","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","42","1835","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","24","2183","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","28","579","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","36","2419","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","26","1534","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","42","826","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","30","1754","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","22","1071","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","30","610","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","27","2237","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","21","1479","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","37","951","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","42","871","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","31","734","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","28","903","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","1025","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","35","1623","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","26","969","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","22","946","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","25","1802","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","4220","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","21","4532","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","26","12110","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","13","1249","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","28","14022","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","25","2508","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","19","1994","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","25","5136","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","17","1515","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","28","711","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","24","497","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","19","1593","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","30","8958","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","30","1704","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","26","7316","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","32","1119","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","35","1231","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","34","1863","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","27","1429","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","18","2316","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","5232","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","23","6726","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","24","3933","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","26","5882","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","x","21","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","20","2043","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","20","2489","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","25","1338","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","20","4933","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","18","2530","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","16","1756","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","x","1335","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","26","4582","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","36","42","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","x","15","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","40","20","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","x","8","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","53","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","32","65","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","40","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","17","36","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","40","20","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","24","17","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","32","25","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","26","27","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","23","61","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","x","24","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","16","88","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","28","101","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","27","93","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","32","72","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","38","53","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","56","25","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","24","21","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","23","277","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","17","203","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","16","344","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","10","90","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","24","83","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","25","80","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","22","60","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","x","15","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","30","105","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","16","74","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","36","132","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","23","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","26","66","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","44","69","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","29","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","16","218","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","17","93","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","20","61","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","15","46","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","25","44","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","16","225","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","22","335","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","24","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","16","19","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","32","124","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","19","58","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","265","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","20","64","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","All pupils","All pupils","42","33","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","17","166","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","16","161","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","19","210","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","246","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","40","134","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","327","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","19","231","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","26","255","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","44","9","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","834","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","16","181","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","16","183","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","28","25","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","223","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","25","53","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","22","181","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","23","189","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","7","69","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","70","NA","NA",""
