"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Supress?"
"Jan04-Dec04","12+ months","East Midlands","White","17600","79200","154","22.2","10.4",""
"Jan04-Dec04","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","East of England","All","16900","103600","145","16.3","6",""
"Jan04-Dec04","12+ months","East of England","White","16000","93600","137","17","9.9",""
"Jan04-Dec04","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","London","All","65200","273100","246","23.9","5.3",""
"Jan04-Dec04","12+ months","London","White","34400","150500","132","22.9","11.3",""
"Jan04-Dec04","12+ months","London","Ethnic Minority","30800","121800","114","25.3","12.6",""
"Jan04-Dec04","12+ months","North East","All","15700","69000","194","22.7","5.9",""
"Jan04-Dec04","12+ months","North East","White","15200","66200","190","23","9.5",""
"Jan04-Dec04","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","North West","All","35100","152900","280","23","4.9",""
"Jan04-Dec04","12+ months","North West","White","31300","136500","255","23","8.2",""
"Jan04-Dec04","12+ months","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","Scotland","All","34000","137100","313","24.8","4.8",""
"Jan04-Dec04","12+ months","Scotland","White","32700","132200","306","24.7","7.6",""
"Jan04-Dec04","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","South East","All","23000","156700","199","14.7","4.9",""
"Jan04-Dec04","12+ months","South East","White","21100","139700","181","15.1","8.2",""
"Jan04-Dec04","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","South West","All","14900","85200","141","17.5","6.3",""
"Jan04-Dec04","12+ months","South West","White","14000","81700","136","17.1","10",""
"Jan04-Dec04","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","Wales","All","13300","65300","196","20.4","5.6",""
"Jan04-Dec04","12+ months","Wales","White","12600","61600","191","20.5","9",""
"Jan04-Dec04","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan04-Dec04","12+ months","West Midlands","All","26700","133900","188","20","5.7",""
"Jan04-Dec04","12+ months","West Midlands","White","20700","98400","156","21","10.1",""
"Jan04-Dec04","12+ months","West Midlands","Ethnic Minority","6000","35300","32","17","20.6",""
"Jan04-Dec04","12+ months","Yorkshire and The Humber","All","22400","111100","141","20.2","6.6",""
"Jan04-Dec04","12+ months","Yorkshire and The Humber","White","19900","94000","130","21.1","11.1",""
"Jan04-Dec04","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","All","All","303500","1442700","2168","21","1.7",""
"Jan05-Dec05","12+ months","All","White","238900","1182500","1898","20.2","2.9",""
"Jan05-Dec05","12+ months","All","Ethnic Minority","64000","258600","266","24.8","8.2",""
"Jan05-Dec05","12+ months","East Midlands","All","21400","102700","165","20.9","6.2",""
"Jan05-Dec05","12+ months","East Midlands","White","19200","88200","151","21.7","10.4",""
"Jan05-Dec05","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","East of England","All","19600","113700","161","17.2","5.8",""
"Jan05-Dec05","12+ months","East of England","White","18100","101800","148","17.8","9.7",""
"Jan05-Dec05","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","London","All","72700","276300","255","26.3","5.4",""
"Jan05-Dec05","12+ months","London","White","33800","141700","125","23.9","11.8",""
"Jan05-Dec05","12+ months","London","Ethnic Minority","38600","134300","129","28.8","12.3",""
"Jan05-Dec05","12+ months","North East","All","16100","68100","184","23.6","6.1",""
"Jan05-Dec05","12+ months","North East","White","15600","65100","180","24","9.9",""
"Jan05-Dec05","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","North West","All","38100","173300","274","22","4.9",""
"Jan05-Dec05","12+ months","North West","White","32900","154800","244","21.2","8.1",""
"Jan05-Dec05","12+ months","North West","Ethnic Minority","5300","18100","30","29.1","25.7",""
"Jan05-Dec05","12+ months","Scotland","All","31100","137500","296","22.6","4.8",""
"Jan05-Dec05","12+ months","Scotland","White","30900","133600","293","23.1","7.6",""
"Jan05-Dec05","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","South East","All","23700","160000","194","14.8","5",""
"Jan05-Dec05","12+ months","South East","White","21700","142400","177","15.2","8.4",""
"Jan05-Dec05","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","South West","All","14500","87200","132","16.7","6.4",""
"Jan05-Dec05","12+ months","South West","White","14000","84300","129","16.7","10.2",""
"Jan05-Dec05","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","Wales","All","16400","71600","218","22.9","5.6",""
"Jan05-Dec05","12+ months","Wales","White","15400","66600","210","23.2","9",""
"Jan05-Dec05","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan05-Dec05","12+ months","West Midlands","All","28000","132900","170","21","6.1",""
"Jan05-Dec05","12+ months","West Midlands","White","18300","98300","132","18.6","10.5",""
"Jan05-Dec05","12+ months","West Midlands","Ethnic Minority","9500","34300","37","27.8","22.8",""
"Jan05-Dec05","12+ months","Yorkshire and The Humber","All","21900","119600","119","18.3","6.9",""
"Jan05-Dec05","12+ months","Yorkshire and The Humber","White","19000","105900","109","17.9","11.4",""
"Jan05-Dec05","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","All","All","354600","1598500","2003","22.2","1.8",""
"Jan06-Dec06","12+ months","All","White","278900","1292900","1686","21.6","3.1",""
"Jan06-Dec06","12+ months","All","Ethnic Minority","75400","303900","315","24.8","7.5",""
"Jan06-Dec06","12+ months","East Midlands","All","25400","116400","114","21.9","7.6",""
"Jan06-Dec06","12+ months","East Midlands","White","22100","101700","94","21.8","13.2",""
"Jan06-Dec06","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","East of England","All","24600","131100","109","18.8","7.3",""
"Jan06-Dec06","12+ months","East of England","White","20800","114300","86","18.2","12.9",""
"Jan06-Dec06","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","London","All","78200","299000","283","26.1","5.1",""
"Jan06-Dec06","12+ months","London","White","34400","141300","128","24.4","11.8",""
"Jan06-Dec06","12+ months","London","Ethnic Minority","43700","157300","155","27.8","11.1",""
"Jan06-Dec06","12+ months","North East","All","20400","84200","174","24.3","6.4",""
"Jan06-Dec06","12+ months","North East","White","19100","80100","162","23.8","10.4",""
"Jan06-Dec06","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","North West","All","42600","178400","252","23.9","5.3",""
"Jan06-Dec06","12+ months","North West","White","37700","156200","226","24.1","8.8",""
"Jan06-Dec06","12+ months","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","Scotland","All","29900","136600","297","21.9","4.7",""
"Jan06-Dec06","12+ months","Scotland","White","29800","131500","295","22.6","7.5",""
"Jan06-Dec06","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","South East","All","36900","195400","185","18.9","5.6",""
"Jan06-Dec06","12+ months","South East","White","34200","179900","167","19","9.4",""
"Jan06-Dec06","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","South West","All","13100","96500","73","13.6","7.9",""
"Jan06-Dec06","12+ months","South West","White","12700","90800","72","14","12.7",""
"Jan06-Dec06","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","Wales","All","16000","73100","200","21.9","5.7",""
"Jan06-Dec06","12+ months","Wales","White","15200","69400","195","21.9","9.2",""
"Jan06-Dec06","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan06-Dec06","12+ months","West Midlands","All","31900","146400","142","21.8","6.8",""
"Jan06-Dec06","12+ months","West Midlands","White","20700","103800","99","19.9","12.4",""
"Jan06-Dec06","12+ months","West Midlands","Ethnic Minority","11200","42600","43","26.3","20.8",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","All","35500","141400","174","25.1","6.4",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","White","32200","124000","162","26","10.7",""
"Jan06-Dec06","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","All","All","367900","1558700","1971","23.6","1.9",""
"Jan07-Dec07","12+ months","All","White","283800","1258100","1621","22.6","3.2",""
"Jan07-Dec07","12+ months","All","Ethnic Minority","83600","299100","348","27.9","7.4",""
"Jan07-Dec07","12+ months","East Midlands","All","24900","112700","110","22.1","7.8",""
"Jan07-Dec07","12+ months","East Midlands","White","21000","96600","88","21.8","13.6",""
"Jan07-Dec07","12+ months","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","East of England","All","26700","124700","116","21.4","7.5",""
"Jan07-Dec07","12+ months","East of England","White","21900","105900","89","20.6","13.3",""
"Jan07-Dec07","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","London","All","71900","272800","259","26.4","5.4",""
"Jan07-Dec07","12+ months","London","White","29400","128100","108","22.9","12.5",""
"Jan07-Dec07","12+ months","London","Ethnic Minority","42600","144500","151","29.5","11.5",""
"Jan07-Dec07","12+ months","North East","All","18600","75800","147","24.6","7",""
"Jan07-Dec07","12+ months","North East","White","18500","73100","146","25.3","11.1",""
"Jan07-Dec07","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","North West","All","46300","189800","275","24.4","5.1",""
"Jan07-Dec07","12+ months","North West","White","39700","162800","238","24.4","8.6",""
"Jan07-Dec07","12+ months","North West","Ethnic Minority","6600","27000","37","24.5","21.9",""
"Jan07-Dec07","12+ months","Scotland","All","28600","124600","254","22.9","5.2",""
"Jan07-Dec07","12+ months","Scotland","White","27900","120000","248","23.3","8.3",""
"Jan07-Dec07","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","South East","All","33800","182400","165","18.5","5.9",""
"Jan07-Dec07","12+ months","South East","White","29900","162200","143","18.5","10.1",""
"Jan07-Dec07","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","South West","All","18100","102300","72","17.7","8.8",""
"Jan07-Dec07","12+ months","South West","White","17900","95900","71","18.7","14.3",""
"Jan07-Dec07","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","Wales","All","17800","79000","203","22.6","5.8",""
"Jan07-Dec07","12+ months","Wales","White","16700","74800","194","22.3","9.3",""
"Jan07-Dec07","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan07-Dec07","12+ months","West Midlands","All","43300","156100","185","27.8","6.5",""
"Jan07-Dec07","12+ months","West Midlands","White","29500","119400","134","24.7","11.5",""
"Jan07-Dec07","12+ months","West Midlands","Ethnic Minority","13800","36700","51","37.7","21",""
"Jan07-Dec07","12+ months","Yorkshire and The Humber","All","37800","138600","185","27.2","6.4",""
"Jan07-Dec07","12+ months","Yorkshire and The Humber","White","31300","119300","162","26.2","10.7",""
"Jan07-Dec07","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","All","All","404100","1738400","2101","23.2","1.8",""
"Jan08-Dec08","12+ months","All","White","310800","1410400","1721","22","3.1",""
"Jan08-Dec08","12+ months","All","Ethnic Minority","93000","327100","378","28.4","7.2",""
"Jan08-Dec08","12+ months","East Midlands","All","32500","132900","127","24.5","7.5",""
"Jan08-Dec08","12+ months","East Midlands","White","25000","113000","86","22.1","13.9",""
"Jan08-Dec08","12+ months","East Midlands","Ethnic Minority","7500","19900","41","37.7","23.4",""
"Jan08-Dec08","12+ months","East of England","All","28600","142700","115","20.1","7.3",""
"Jan08-Dec08","12+ months","East of England","White","25500","125800","99","20.3","12.5",""
"Jan08-Dec08","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","London","All","78500","285500","267","27.5","5.4",""
"Jan08-Dec08","12+ months","London","White","29600","130500","104","22.7","12.7",""
"Jan08-Dec08","12+ months","London","Ethnic Minority","48700","154700","162","31.5","11.3",""
"Jan08-Dec08","12+ months","North East","All","22300","92900","177","24","6.3",""
"Jan08-Dec08","12+ months","North East","White","21300","88500","170","24","10.1",""
"Jan08-Dec08","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","North West","All","54700","213400","313","25.7","4.8",""
"Jan08-Dec08","12+ months","North West","White","48200","184900","276","26.1","8.2",""
"Jan08-Dec08","12+ months","North West","Ethnic Minority","6500","28500","37","22.8","21.4",""
"Jan08-Dec08","12+ months","Scotland","All","24000","130100","212","18.5","5.2",""
"Jan08-Dec08","12+ months","Scotland","White","23600","125100","209","18.9","8.4",""
"Jan08-Dec08","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","South East","All","36400","195900","159","18.6","6",""
"Jan08-Dec08","12+ months","South East","White","33900","173500","144","19.5","10.2",""
"Jan08-Dec08","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","South West","All","20400","109100","100","18.7","7.6",""
"Jan08-Dec08","12+ months","South West","White","18800","102500","93","18.3","12.4",""
"Jan08-Dec08","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","Wales","All","19200","90300","215","21.2","5.5",""
"Jan08-Dec08","12+ months","Wales","White","17600","85900","206","20.5","8.7",""
"Jan08-Dec08","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan08-Dec08","12+ months","West Midlands","All","49200","185600","227","26.5","5.7",""
"Jan08-Dec08","12+ months","West Midlands","White","36300","141900","173","25.6","10.3",""
"Jan08-Dec08","12+ months","West Midlands","Ethnic Minority","13000","43700","54","29.6","19.2",""
"Jan08-Dec08","12+ months","Yorkshire and The Humber","All","38200","160000","189","23.9","6.1",""
"Jan08-Dec08","12+ months","Yorkshire and The Humber","White","31000","139000","161","22.3","10.2",""
"Jan08-Dec08","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","All","All","567800","2343300","2895","24.2","1.6",""
"Jan09-Dec09","12+ months","All","White","454400","1937600","2436","23.5","2.7",""
"Jan09-Dec09","12+ months","All","Ethnic Minority","112600","403300","455","27.9","6.5",""
"Jan09-Dec09","12+ months","East Midlands","All","39600","166100","154","23.8","6.7",""
"Jan09-Dec09","12+ months","East Midlands","White","32000","142100","120","22.5","11.8",""
"Jan09-Dec09","12+ months","East Midlands","Ethnic Minority","7600","24000","34","31.7","24.7",""
"Jan09-Dec09","12+ months","East of England","All","42700","186400","162","22.9","6.5",""
"Jan09-Dec09","12+ months","East of England","White","36200","162000","132","22.3","11.2",""
"Jan09-Dec09","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","London","All","95200","381300","306","25","4.9",""
"Jan09-Dec09","12+ months","London","White","43500","196000","144","22.2","10.7",""
"Jan09-Dec09","12+ months","London","Ethnic Minority","51300","183700","161","27.9","10.9",""
"Jan09-Dec09","12+ months","North East","All","34000","117500","249","28.9","5.6",""
"Jan09-Dec09","12+ months","North East","White","32200","111900","235","28.8","9.1",""
"Jan09-Dec09","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","North West","All","76200","290100","430","26.3","4.2",""
"Jan09-Dec09","12+ months","North West","White","66400","250100","376","26.6","7.1",""
"Jan09-Dec09","12+ months","North West","Ethnic Minority","9700","39900","54","24.3","18.1",""
"Jan09-Dec09","12+ months","Scotland","All","47500","185700","359","25.6","4.5",""
"Jan09-Dec09","12+ months","Scotland","White","45100","179400","349","25.1","7.2",""
"Jan09-Dec09","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","South East","All","53900","262300","223","20.6","5.3",""
"Jan09-Dec09","12+ months","South East","White","50400","239100","198","21.1","9",""
"Jan09-Dec09","12+ months","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","South West","All","27500","164600","126","16.7","6.5",""
"Jan09-Dec09","12+ months","South West","White","25000","155700","114","16.1","10.7",""
"Jan09-Dec09","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","Wales","All","29500","118100","307","25","4.8",""
"Jan09-Dec09","12+ months","Wales","White","28300","111700","297","25.4","7.8",""
"Jan09-Dec09","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan09-Dec09","12+ months","West Midlands","All","68200","253200","309","27","5",""
"Jan09-Dec09","12+ months","West Midlands","White","49100","198900","230","24.7","8.8",""
"Jan09-Dec09","12+ months","West Midlands","Ethnic Minority","19000","54100","78","35.2","16.7",""
"Jan09-Dec09","12+ months","Yorkshire and The Humber","All","53600","218100","270","24.6","5.1",""
"Jan09-Dec09","12+ months","Yorkshire and The Humber","White","46200","190700","241","24.2","8.5",""
"Jan09-Dec09","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","All","All","732700","2341200","3638","31.3","1.5",""
"Jan10-Dec10","12+ months","All","White","607500","1928200","3143","31.5","2.6",""
"Jan10-Dec10","12+ months","All","Ethnic Minority","124100","410600","491","30.2","6.4",""
"Jan10-Dec10","12+ months","East Midlands","All","54900","168900","205","32.5","6.4",""
"Jan10-Dec10","12+ months","East Midlands","White","46100","142500","163","32.3","11.3",""
"Jan10-Dec10","12+ months","East Midlands","Ethnic Minority","8400","25700","41","32.9","22.7",""
"Jan10-Dec10","12+ months","East of England","All","58400","194800","206","30","6.3",""
"Jan10-Dec10","12+ months","East of England","White","53200","172600","188","30.8","10.4",""
"Jan10-Dec10","12+ months","East of England","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","London","All","121700","371900","399","32.7","4.6",""
"Jan10-Dec10","12+ months","London","White","60800","179400","201","33.9","10.3",""
"Jan10-Dec10","12+ months","London","Ethnic Minority","60600","191900","197","31.6","10.3",""
"Jan10-Dec10","12+ months","North East","All","42700","120800","334","35.4","5.1",""
"Jan10-Dec10","12+ months","North East","White","40600","114000","317","35.6","8.3",""
"Jan10-Dec10","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","North West","All","82300","274700","472","29.9","4.1",""
"Jan10-Dec10","12+ months","North West","White","74100","241600","428","30.7","6.9",""
"Jan10-Dec10","12+ months","North West","Ethnic Minority","8200","33000","44","24.7","20.1",""
"Jan10-Dec10","12+ months","Scotland","All","59300","205500","462","28.8","4.1",""
"Jan10-Dec10","12+ months","Scotland","White","57500","197100","451","29.2","6.6",""
"Jan10-Dec10","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","South East","All","70000","266600","265","26.3","5.3",""
"Jan10-Dec10","12+ months","South East","White","62100","236800","228","26.2","9",""
"Jan10-Dec10","12+ months","South East","Ethnic Minority","7900","29800","37","26.6","22.5",""
"Jan10-Dec10","12+ months","South West","All","47900","158100","189","30.3","6.6",""
"Jan10-Dec10","12+ months","South West","White","46200","150000","179","30.8","10.7",""
"Jan10-Dec10","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","Wales","All","36400","119300","374","30.5","4.7",""
"Jan10-Dec10","12+ months","Wales","White","35100","113700","364","30.8","7.5",""
"Jan10-Dec10","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan10-Dec10","12+ months","West Midlands","All","83400","236200","375","35.3","4.8",""
"Jan10-Dec10","12+ months","West Midlands","White","64300","184300","295","34.9","8.6",""
"Jan10-Dec10","12+ months","West Midlands","Ethnic Minority","19100","51500","80","37","16.7",""
"Jan10-Dec10","12+ months","Yorkshire and The Humber","All","75700","224500","357","33.7","4.9",""
"Jan10-Dec10","12+ months","Yorkshire and The Humber","White","67500","196200","329","34.4","8.1",""
"Jan10-Dec10","12+ months","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan11-Dec11","12+ months","All","All","808800","2476600","3842","32.7","1.5",""
"Jan11-Dec11","12+ months","East Midlands","All","61000","187000","202","32.6","6.5",""
"Jan11-Dec11","12+ months","East of England","All","64600","201600","227","32","6.1",""
"Jan11-Dec11","12+ months","London","All","131800","405900","421","32.5","4.5",""
"Jan11-Dec11","12+ months","North East","All","46400","128400","360","36.1","5",""
"Jan11-Dec11","12+ months","North West","All","92100","290500","481","31.7","4.2",""
"Jan11-Dec11","12+ months","Scotland","All","70400","221300","487","31.8","4.1",""
"Jan11-Dec11","12+ months","South East","All","76500","265300","296","28.8","5.2",""
"Jan11-Dec11","12+ months","South West","All","47500","160100","203","29.6","6.3",""
"Jan11-Dec11","12+ months","Wales","All","37700","120800","398","31.2","4.6",""
"Jan11-Dec11","12+ months","West Midlands","All","94800","251500","377","37.7","4.9",""
"Jan11-Dec11","12+ months","Yorkshire and The Humber","All","86100","244300","390","35.2","4.7",""
"Jan12-Dec12","12+ months","All","All","842600","2454200","4084","34.3","1.5",""
"Jan12-Dec12","12+ months","All","White","679900","1971400","3466","34.5","2.5",""
"Jan12-Dec12","12+ months","All","Ethnic Minority","162700","482000","618","33.8","5.9",""
"Jan12-Dec12","12+ months","East Midlands","All","61500","181100","214","34","6.3",""
"Jan12-Dec12","12+ months","East Midlands","White","51100","152400","163","33.6","11.5",""
"Jan12-Dec12","12+ months","East Midlands","Ethnic Minority","10400","28700","51","36.3","20.9",""
"Jan12-Dec12","12+ months","East of England","All","72000","201400","236","35.8","6.1",""
"Jan12-Dec12","12+ months","East of England","White","63600","177300","197","35.9","10.6",""
"Jan12-Dec12","12+ months","East of England","Ethnic Minority","8400","24100","39","34.7","23.6",""
"Jan12-Dec12","12+ months","London","All","127200","403100","378","31.6","4.7",""
"Jan12-Dec12","12+ months","London","White","53900","183300","164","29.4","11",""
"Jan12-Dec12","12+ months","London","Ethnic Minority","73300","219500","214","33.4","10",""
"Jan12-Dec12","12+ months","North East","All","54800","133100","428","41.2","4.7",""
"Jan12-Dec12","12+ months","North East","White","51900","125800","409","41.3","7.5",""
"Jan12-Dec12","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","12+ months","North West","All","106300","295500","548","36","4",""
"Jan12-Dec12","12+ months","North West","White","94400","258300","485","36.6","6.8",""
"Jan12-Dec12","12+ months","North West","Ethnic Minority","11900","37200","63","31.9","18.2",""
"Jan12-Dec12","12+ months","Scotland","All","71300","214900","524","33.2","4",""
"Jan12-Dec12","12+ months","Scotland","White","68500","204100","513","33.6","6.5",""
"Jan12-Dec12","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","12+ months","South East","All","80000","267400","328","29.9","5",""
"Jan12-Dec12","12+ months","South East","White","69000","230000","268","30","8.7",""
"Jan12-Dec12","12+ months","South East","Ethnic Minority","11000","37400","60","29.3","18.2",""
"Jan12-Dec12","12+ months","South West","All","45700","156000","195","29.3","6.4",""
"Jan12-Dec12","12+ months","South West","White","43200","146900","185","29.4","10.4",""
"Jan12-Dec12","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","12+ months","Wales","All","44400","121000","441","36.7","4.5",""
"Jan12-Dec12","12+ months","Wales","White","42000","113800","421","36.9","7.3",""
"Jan12-Dec12","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan12-Dec12","12+ months","West Midlands","All","93500","235900","395","39.6","4.8",""
"Jan12-Dec12","12+ months","West Midlands","White","69500","173800","310","40","8.6",""
"Jan12-Dec12","12+ months","West Midlands","Ethnic Minority","23900","61800","85","38.7","16.4",""
"Jan12-Dec12","12+ months","Yorkshire and The Humber","All","85900","244800","397","35.1","4.7",""
"Jan12-Dec12","12+ months","Yorkshire and The Humber","White","72600","205800","351","35.3","7.9",""
"Jan12-Dec12","12+ months","Yorkshire and The Humber","Ethnic Minority","13400","39000","46","34.2","21.7",""
"Jan13-Dec13","12+ months","All","All","842800","2362600","3887","35.7","1.5",""
"Jan13-Dec13","12+ months","All","White","671900","1867800","3273","36","2.6",""
"Jan13-Dec13","12+ months","All","Ethnic Minority","170300","493300","612","34.5","6",""
"Jan13-Dec13","12+ months","East Midlands","All","63900","169700","217","37.6","6.4",""
"Jan13-Dec13","12+ months","East Midlands","White","54100","142000","169","38.1","11.6",""
"Jan13-Dec13","12+ months","East Midlands","Ethnic Minority","9800","27700","48","35.4","21.4",""
"Jan13-Dec13","12+ months","East of England","All","65100","188400","207","34.6","6.5",""
"Jan13-Dec13","12+ months","East of England","White","57600","159900","176","36","11.2",""
"Jan13-Dec13","12+ months","East of England","Ethnic Minority","7500","28300","31","26.6","24.6",""
"Jan13-Dec13","12+ months","London","All","133300","390500","418","34.1","4.5",""
"Jan13-Dec13","12+ months","London","White","56400","174600","180","32.3","10.8",""
"Jan13-Dec13","12+ months","London","Ethnic Minority","76500","215000","237","35.6","9.6",""
"Jan13-Dec13","12+ months","North East","All","53700","124400","404","43.2","4.8",""
"Jan13-Dec13","12+ months","North East","White","51300","118300","387","43.4","7.8",""
"Jan13-Dec13","12+ months","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","12+ months","North West","All","98000","273700","508","35.8","4.2",""
"Jan13-Dec13","12+ months","North West","White","88000","239700","451","36.7","7",""
"Jan13-Dec13","12+ months","North West","Ethnic Minority","10100","34000","57","29.6","18.7",""
"Jan13-Dec13","12+ months","Scotland","All","74600","209200","510","35.7","4.2",""
"Jan13-Dec13","12+ months","Scotland","White","73300","197300","502","37.1","6.7",""
"Jan13-Dec13","12+ months","Scotland","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","12+ months","South East","All","76200","259000","298","29.4","5.2",""
"Jan13-Dec13","12+ months","South East","White","65600","221800","253","29.6","8.9",""
"Jan13-Dec13","12+ months","South East","Ethnic Minority","10600","37200","45","28.6","20.9",""
"Jan13-Dec13","12+ months","South West","All","45300","156500","170","28.9","6.8",""
"Jan13-Dec13","12+ months","South West","White","41500","141600","157","29.3","11.2",""
"Jan13-Dec13","12+ months","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","12+ months","Wales","All","39700","117200","400","33.9","4.6",""
"Jan13-Dec13","12+ months","Wales","White","38100","109900","386","34.7","7.5",""
"Jan13-Dec13","12+ months","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","12+ months","West Midlands","All","102600","236700","370","43.4","5.1",""
"Jan13-Dec13","12+ months","West Midlands","White","67800","163600","265","41.5","9.4",""
"Jan13-Dec13","12+ months","West Midlands","Ethnic Minority","34600","72700","104","47.6","15.2",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","All","90500","237400","385","38.1","4.9",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","White","78300","199000","347","39.4","8.1",""
"Jan13-Dec13","12+ months","Yorkshire and The Humber","Ethnic Minority","12100","38400","38","31.6","23.4",""
