"Title","Length of time spent in unemployment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Suppress?"
"Jan15-Dec15","Unreported","South East","All","370","194351","1","?","?","Suppress"
"Jan15-Dec15","Unreported","South East","White","370","162545","1","?","?","Suppress"
"Jan15-Dec15","Unreported","South West","All","497","109970","2","?","?","Suppress"
"Jan15-Dec15","Unreported","South West","White","497","99458","2","?","?","Suppress"
"Jan15-Dec15","Unreported","Wales","All","443","88241","4","?","?","Suppress"
"Jan15-Dec15","Unreported","Wales","White","205","82681","3","?","?","Suppress"
"Jan15-Dec15","Unreported","Wales","Ethnic Minority","238","5560","1","?","?","Suppress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","All","620","162733","2","?","?","Suppress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","White","233","132030","1","?","?","Suppress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","Ethnic Minority","387","30703","1","?","?","Suppress"
"Jan16-Dec16","Unreported","All","All","7712","1551565","34","0.5","2.4",""
"Jan16-Dec16","Unreported","All","White","6037","1214736","28","?","?","Suppress"
"Jan16-Dec16","Unreported","All","Ethnic Minority","1675","335591","6","?","?","Suppress"
"Jan16-Dec16","Unreported","East Midlands","All","181","100611","1","?","?","Suppress"
"Jan16-Dec16","Unreported","East Midlands","Ethnic Minority","181","12670","1","?","?","Suppress"
"Jan16-Dec16","Unreported","East of England","All","771","120560","3","?","?","Suppress"
"Jan16-Dec16","Unreported","East of England","White","771","104224","3","?","?","Suppress"
"Jan16-Dec16","Unreported","London","All","1985","269707","6","?","?","Suppress"
"Jan16-Dec16","Unreported","London","White","874","117967","3","?","?","Suppress"
"Jan16-Dec16","Unreported","London","Ethnic Minority","1111","151740","3","?","?","Suppress"
"Jan16-Dec16","Unreported","North East","All","295","84893","2","?","?","Suppress"
"Jan16-Dec16","Unreported","North East","White","295","78985","2","?","?","Suppress"
"Jan16-Dec16","Unreported","North West","All","470","181029","2","?","?","Suppress"
"Jan16-Dec16","Unreported","North West","White","470","150517","2","?","?","Suppress"
"Jan16-Dec16","Unreported","Scotland","All","1044","131385","5","?","?","Suppress"
"Jan16-Dec16","Unreported","Scotland","White","1044","123783","5","?","?","Suppress"
"Jan16-Dec16","Unreported","South East","All","464","188448","1","?","?","Suppress"
"Jan16-Dec16","Unreported","South East","White","464","159799","1","?","?","Suppress"
"Jan16-Dec16","Unreported","South West","All","183","113955","1","?","?","Suppress"
"Jan16-Dec16","Unreported","South West","White","183","104062","1","?","?","Suppress"
"Jan16-Dec16","Unreported","Wales","All","476","68424","5","?","?","Suppress"
"Jan16-Dec16","Unreported","Wales","White","476","65910","5","?","?","Suppress"
"Jan16-Dec16","Unreported","West Midlands","All","836","153842","5","?","?","Suppress"
"Jan16-Dec16","Unreported","West Midlands","White","453","103331","3","?","?","Suppress"
"Jan16-Dec16","Unreported","West Midlands","Ethnic Minority","383","50187","2","?","?","Suppress"
"Jan16-Dec16","Unreported","Yorkshire and The Humber","All","1007","138711","3","?","?","Suppress"
"Jan16-Dec16","Unreported","Yorkshire and The Humber","White","1007","118217","3","?","?","Suppress"
