"Title","Length of time spent in unemployment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Suppress?"
"Jan09-Dec09","3-12 months","All","White","756718","1937556","3976","39.1","2.4",""
"Jan09-Dec09","3-12 months","All","Ethnic Minority","154403","403254","599","38.3","6.2",""
"Jan09-Dec09","3-12 months","East Midlands","All","63884","166073","243","38.5","6.1",""
"Jan09-Dec09","3-12 months","East Midlands","White","53838","142116","196","37.9","10.7",""
"Jan09-Dec09","3-12 months","East Midlands","Ethnic Minority","10046","23957","47","?","?","Suppress"
"Jan09-Dec09","3-12 months","East of England","All","71775","186434","268","38.5","5.8",""
"Jan09-Dec09","3-12 months","East of England","White","61877","162011","228","38.2","10",""
"Jan09-Dec09","3-12 months","East of England","Ethnic Minority","9898","24294","40","?","?","Suppress"
"Jan09-Dec09","3-12 months","London","All","144540","381261","433","37.9","4.6",""
"Jan09-Dec09","3-12 months","London","White","75378","196032","233","38.5","9.9",""
"Jan09-Dec09","3-12 months","London","Ethnic Minority","68409","183699","199","37.2","10.6",""
"Jan09-Dec09","3-12 months","North East","All","47252","117535","336","40.2","5.2",""
"Jan09-Dec09","3-12 months","North East","White","45164","111924","322","40.4","8.5",""
"Jan09-Dec09","3-12 months","North East","Ethnic Minority","2088","5611","14","?","?","Suppress"
"Jan09-Dec09","3-12 months","North West","All","112855","290061","648","38.9","3.8",""
"Jan09-Dec09","3-12 months","North West","White","98362","250061","566","39.3","6.4",""
"Jan09-Dec09","3-12 months","North West","Ethnic Minority","14415","39922","81","?","?","Suppress"
"Jan09-Dec09","3-12 months","Scotland","All","74306","185699","583","40","4",""
"Jan09-Dec09","3-12 months","Scotland","White","72423","179419","569","40.4","6.4",""
"Jan09-Dec09","3-12 months","Scotland","Ethnic Minority","1684","6081","12","?","?","Suppress"
"Jan09-Dec09","3-12 months","South East","All","94816","262256","401","36.2","4.7",""
"Jan09-Dec09","3-12 months","South East","White","85039","239071","352","35.6","7.9",""
"Jan09-Dec09","3-12 months","South East","Ethnic Minority","9777","23004","49","?","?","Suppress"
"Jan09-Dec09","3-12 months","South West","All","65320","164621","297","39.7","5.6",""
"Jan09-Dec09","3-12 months","South West","White","63510","155671","288","40.8","9",""
"Jan09-Dec09","3-12 months","South West","Ethnic Minority","1810","8759","9","?","?","Suppress"
"Jan09-Dec09","3-12 months","Wales","All","45223","118062","456","38.3","4.5",""
"Jan09-Dec09","3-12 months","Wales","White","42194","111693","436","37.8","7.2",""
"Jan09-Dec09","3-12 months","Wales","Ethnic Minority","3029","6369","20","?","?","Suppress"
"Jan09-Dec09","3-12 months","West Midlands","All","105919","253180","480","41.8","4.4",""
"Jan09-Dec09","3-12 months","West Midlands","White","83814","198903","392","42.1","7.7",""
"Jan09-Dec09","3-12 months","West Midlands","Ethnic Minority","22105","54133","88","?","?","Suppress"
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","All","86261","218080","434","39.6","4.6",""
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","White","75119","190655","394","39.4","7.6",""
"Jan09-Dec09","3-12 months","Yorkshire and The Humber","Ethnic Minority","11142","27425","40","?","?","Suppress"
"Jan10-Dec10","3-12 months","All","All","830290","2341208","4083","35.5","1.5",""
"Jan10-Dec10","3-12 months","All","White","672396","1928247","3471","34.9","2.5",""
"Jan10-Dec10","3-12 months","All","Ethnic Minority","157394","410590","608","38.3","6.1",""
"Jan10-Dec10","3-12 months","East Midlands","All","54101","168897","195","32","6.5",""
"Jan10-Dec10","3-12 months","East Midlands","White","45445","142459","153","31.9","11.7",""
"Jan10-Dec10","3-12 months","East Midlands","Ethnic Minority","8656","25669","42","?","?","Suppress"
"Jan10-Dec10","3-12 months","East of England","All","70955","194792","246","36.4","6",""
"Jan10-Dec10","3-12 months","East of England","White","61874","172639","204","35.8","10.4",""
"Jan10-Dec10","3-12 months","East of England","Ethnic Minority","9081","22153","42","?","?","Suppress"
"Jan10-Dec10","3-12 months","London","All","128693","371872","399","34.6","4.7",""
"Jan10-Dec10","3-12 months","London","White","57071","179406","184","31.8","10.6",""
"Jan10-Dec10","3-12 months","London","Ethnic Minority","71622","191928","215","37.3","10.2",""
"Jan10-Dec10","3-12 months","North East","All","41774","120754","313","34.6","5.3",""
"Jan10-Dec10","3-12 months","North East","White","39606","114047","296","34.7","8.6",""
"Jan10-Dec10","3-12 months","North East","Ethnic Minority","2168","6707","17","?","?","Suppress"
"Jan10-Dec10","3-12 months","North West","All","97630","274738","557","35.5","4",""
"Jan10-Dec10","3-12 months","North West","White","83734","241566","480","34.7","6.7",""
"Jan10-Dec10","3-12 months","North West","Ethnic Minority","13693","32969","75","?","?","Suppress"
"Jan10-Dec10","3-12 months","Scotland","All","76561","205513","585","37.3","3.9",""
"Jan10-Dec10","3-12 months","Scotland","White","72782","197068","567","36.9","6.3",""
"Jan10-Dec10","3-12 months","Scotland","Ethnic Minority","3779","8342","18","?","?","Suppress"
"Jan10-Dec10","3-12 months","South East","All","99507","266557","364","37.3","5",""
"Jan10-Dec10","3-12 months","South East","White","89133","236763","316","37.6","8.4",""
"Jan10-Dec10","3-12 months","South East","Ethnic Minority","10374","29794","48","?","?","Suppress"
"Jan10-Dec10","3-12 months","South West","All","50051","158091","219","31.7","6.2",""
"Jan10-Dec10","3-12 months","South West","White","46005","150036","201","30.7","10.1",""
"Jan10-Dec10","3-12 months","South West","Ethnic Minority","3887","7896","17","?","?","Suppress"
"Jan10-Dec10","3-12 months","Wales","All","46280","119317","447","38.8","4.5",""
"Jan10-Dec10","3-12 months","Wales","White","43962","113684","434","38.7","7.2",""
"Jan10-Dec10","3-12 months","Wales","Ethnic Minority","2318","5633","13","?","?","Suppress"
"Jan10-Dec10","3-12 months","West Midlands","All","87440","236195","371","37","4.9",""
"Jan10-Dec10","3-12 months","West Midlands","White","66671","184347","294","36.2","8.7",""
"Jan10-Dec10","3-12 months","West Midlands","Ethnic Minority","20631","51526","76","?","?","Suppress"
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","All","77298","224482","387","34.4","4.7",""
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","White","66113","196232","342","33.7","7.9",""
"Jan10-Dec10","3-12 months","Yorkshire and The Humber","Ethnic Minority","11185","27973","45","?","?","Suppress"
"Jan11-Dec11","3-12 months","All","All","880348","2476624","4076","35.5","1.5",""
"Jan11-Dec11","3-12 months","East Midlands","All","67904","186976","232","36.3","6.2",""
"Jan11-Dec11","3-12 months","East of England","All","68500","201585","228","34","6.1",""
"Jan11-Dec11","3-12 months","London","All","143256","405911","429","35.3","4.5",""
"Jan11-Dec11","3-12 months","North East","All","52158","128365","364","40.6","5",""
"Jan11-Dec11","3-12 months","North West","All","104319","290492","532","35.9","4.1",""
"Jan11-Dec11","3-12 months","Scotland","All","75626","221310","534","34.2","4",""
"Jan11-Dec11","3-12 months","South East","All","99890","265331","374","37.6","4.9",""
"Jan11-Dec11","3-12 months","South West","All","58125","160121","251","36.3","5.9",""
"Jan11-Dec11","3-12 months","Wales","All","44282","120767","432","36.7","4.5",""
"Jan11-Dec11","3-12 months","West Midlands","All","83532","251511","338","33.2","5",""
"Jan11-Dec11","3-12 months","Yorkshire and The Humber","All","82756","244255","362","33.9","4.9",""
"Jan12-Dec12","3-12 months","All","All","859123","2454331","3951","35","1.5",""
"Jan12-Dec12","3-12 months","All","White","677655","1971499","3279","34.4","2.6",""
"Jan12-Dec12","3-12 months","All","Ethnic Minority","180933","482052","669","37.5","5.8",""
"Jan12-Dec12","3-12 months","East Midlands","All","62373","181079","224","34.4","6.2",""
"Jan12-Dec12","3-12 months","East Midlands","White","51737","152375","173","34","11.2",""
"Jan12-Dec12","3-12 months","East Midlands","Ethnic Minority","10636","28704","51","?","?","Suppress"
"Jan12-Dec12","3-12 months","East of England","All","69967","201410","231","34.7","6.1",""
"Jan12-Dec12","3-12 months","East of England","White","61681","177293","197","34.8","10.5",""
"Jan12-Dec12","3-12 months","East of England","Ethnic Minority","8286","24117","34","?","?","Suppress"
"Jan12-Dec12","3-12 months","London","All","145839","403113","429","36.2","4.5",""
"Jan12-Dec12","3-12 months","London","White","62104","183294","191","33.9","10.6",""
"Jan12-Dec12","3-12 months","London","Ethnic Minority","83413","219497","237","38","9.8",""
"Jan12-Dec12","3-12 months","North East","All","41009","133073","319","30.8","5.1",""
"Jan12-Dec12","3-12 months","North East","White","39478","125797","304","31.4","8.2",""
"Jan12-Dec12","3-12 months","North East","Ethnic Minority","1531","7276","15","?","?","Suppress"
"Jan12-Dec12","3-12 months","North West","All","106985","295518","517","36.2","4.1",""
"Jan12-Dec12","3-12 months","North West","White","91750","258278","444","35.5","7",""
"Jan12-Dec12","3-12 months","North West","Ethnic Minority","15235","37240","73","?","?","Suppress"
"Jan12-Dec12","3-12 months","Scotland","All","74827","214992","512","34.8","4.1",""
"Jan12-Dec12","3-12 months","Scotland","White","71378","204156","494","35","6.6",""
"Jan12-Dec12","3-12 months","Scotland","Ethnic Minority","3236","10623","16","?","?","Suppress"
"Jan12-Dec12","3-12 months","South East","All","91029","267447","370","34","4.8",""
"Jan12-Dec12","3-12 months","South East","White","78413","230046","301","34.1","8.5",""
"Jan12-Dec12","3-12 months","South East","Ethnic Minority","12616","37401","69","?","?","Suppress"
"Jan12-Dec12","3-12 months","South West","All","53517","156041","236","34.3","6.1",""
"Jan12-Dec12","3-12 months","South West","White","50238","146871","221","34.2","9.9",""
"Jan12-Dec12","3-12 months","South West","Ethnic Minority","3279","9170","15","?","?","Suppress"
"Jan12-Dec12","3-12 months","Wales","All","38852","120975","403","32.1","4.6",""
"Jan12-Dec12","3-12 months","Wales","White","36873","113761","384","32.4","7.4",""
"Jan12-Dec12","3-12 months","Wales","Ethnic Minority","1979","7214","19","?","?","Suppress"
"Jan12-Dec12","3-12 months","West Midlands","All","88959","235875","327","37.7","5.3",""
"Jan12-Dec12","3-12 months","West Midlands","White","62333","173824","237","35.9","9.6",""
"Jan12-Dec12","3-12 months","West Midlands","Ethnic Minority","26626","61806","90","?","?","Suppress"
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","All","85766","244808","383","35","4.8",""
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","White","71670","205804","333","34.8","8.1",""
"Jan12-Dec12","3-12 months","Yorkshire and The Humber","Ethnic Minority","14096","39004","50","?","?","Suppress"
"Jan13-Dec13","3-12 months","All","All","762616","2362655","3491","32.3","1.6",""
"Jan13-Dec13","3-12 months","All","White","598477","1867876","2892","32","2.7",""
"Jan13-Dec13","3-12 months","All","Ethnic Minority","163530","493282","597","33.2","6",""
"Jan13-Dec13","3-12 months","East Midlands","All","57510","169684","189","33.9","6.7",""
"Jan13-Dec13","3-12 months","East Midlands","White","49379","142022","148","34.8","12.1",""
"Jan13-Dec13","3-12 months","East Midlands","Ethnic Minority","8131","27662","41","?","?","Suppress"
"Jan13-Dec13","3-12 months","East of England","All","56024","188377","192","29.7","6.5",""
"Jan13-Dec13","3-12 months","East of England","White","46986","159874","154","29.4","11.4",""
"Jan13-Dec13","3-12 months","East of England","Ethnic Minority","8850","28315","37","?","?","Suppress"
"Jan13-Dec13","3-12 months","London","All","121951","390454","364","31.2","4.8",""
"Jan13-Dec13","3-12 months","London","White","50961","174623","155","29.2","11.3",""
"Jan13-Dec13","3-12 months","London","Ethnic Minority","70569","215006","208","32.8","10.1",""
"Jan13-Dec13","3-12 months","North East","All","35783","124385","268","28.8","5.4",""
"Jan13-Dec13","3-12 months","North East","White","33954","118250","255","28.7","8.8",""
"Jan13-Dec13","3-12 months","North East","Ethnic Minority","1829","6135","13","?","?","Suppress"
"Jan13-Dec13","3-12 months","North West","All","95703","273676","472","35","4.3",""
"Jan13-Dec13","3-12 months","North West","White","82132","239680","405","34.3","7.3",""
"Jan13-Dec13","3-12 months","North West","Ethnic Minority","13571","33996","67","?","?","Suppress"
"Jan13-Dec13","3-12 months","Scotland","All","65582","209283","423","31.3","4.4",""
"Jan13-Dec13","3-12 months","Scotland","White","60720","197371","407","30.8","7.1",""
"Jan13-Dec13","3-12 months","Scotland","Ethnic Minority","4862","11912","16","?","?","Suppress"
"Jan13-Dec13","3-12 months","South East","All","87650","259006","352","33.8","4.9",""
"Jan13-Dec13","3-12 months","South East","White","75084","221848","292","33.8","8.6",""
"Jan13-Dec13","3-12 months","South East","Ethnic Minority","12566","37158","60","?","?","Suppress"
"Jan13-Dec13","3-12 months","South West","All","59252","156473","245","37.9","6.1",""
"Jan13-Dec13","3-12 months","South West","White","52830","141640","217","37.3","10.2",""
"Jan13-Dec13","3-12 months","South West","Ethnic Minority","6422","14833","28","?","?","Suppress"
"Jan13-Dec13","3-12 months","Wales","All","38138","117191","378","32.5","4.7",""
"Jan13-Dec13","3-12 months","Wales","White","37017","109936","367","33.7","7.6",""
"Jan13-Dec13","3-12 months","Wales","Ethnic Minority","1121","7255","11","?","?","Suppress"
"Jan13-Dec13","3-12 months","West Midlands","All","71202","236736","272","30.1","5.5",""
"Jan13-Dec13","3-12 months","West Midlands","White","49229","163599","200","30.1","10",""
"Jan13-Dec13","3-12 months","West Midlands","Ethnic Minority","21973","72653","72","?","?","Suppress"
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","All","73821","237390","336","31.1","4.9",""
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","White","60185","199033","292","30.2","8.3",""
"Jan13-Dec13","3-12 months","Yorkshire and The Humber","Ethnic Minority","13636","38357","44","?","?","Suppress"
"Jan14-Dec14","3-12 months","All","All","602897","1971441","2740","30.6","1.7",""
"Jan14-Dec14","3-12 months","All","White","476595","1569534","2267","30.4","3",""
"Jan14-Dec14","3-12 months","All","Ethnic Minority","125111","396831","467","31.5","6.7",""
"Jan14-Dec14","3-12 months","East Midlands","All","41577","130880","143","31.8","7.6",""
"Jan14-Dec14","3-12 months","East Midlands","White","35388","110931","111","31.9","13.7",""
"Jan14-Dec14","3-12 months","East Midlands","Ethnic Minority","6189","19949","32","?","?","Suppress"
"Jan14-Dec14","3-12 months","East of England","All","47829","160491","158","29.8","7.1",""
"Jan14-Dec14","3-12 months","East of England","White","40295","138951","127","29","12.5",""
"Jan14-Dec14","3-12 months","East of England","Ethnic Minority","7534","21540","31","?","?","Suppress"
"Jan14-Dec14","3-12 months","London","All","101843","317582","295","32.1","5.3",""
"Jan14-Dec14","3-12 months","London","White","47600","150515","141","31.6","12.1",""
"Jan14-Dec14","3-12 months","London","Ethnic Minority","53864","165822","153","32.5","11.7",""
"Jan14-Dec14","3-12 months","North East","All","32136","107978","251","29.8","5.7",""
"Jan14-Dec14","3-12 months","North East","White","30403","102632","238","29.6","9.2",""
"Jan14-Dec14","3-12 months","North East","Ethnic Minority","1733","5207","13","?","?","Suppress"
"Jan14-Dec14","3-12 months","North West","All","72841","243985","371","29.9","4.7",""
"Jan14-Dec14","3-12 months","North West","White","60969","206255","310","29.6","8",""
"Jan14-Dec14","3-12 months","North West","Ethnic Minority","11872","37238","61","?","?","Suppress"
"Jan14-Dec14","3-12 months","Scotland","All","54015","169866","342","31.8","4.9",""
"Jan14-Dec14","3-12 months","Scotland","White","50076","157443","322","31.8","8",""
"Jan14-Dec14","3-12 months","Scotland","Ethnic Minority","3349","10924","16","?","?","Suppress"
"Jan14-Dec14","3-12 months","South East","All","68672","218324","279","31.5","5.5",""
"Jan14-Dec14","3-12 months","South East","White","59983","190761","226","31.4","9.6",""
"Jan14-Dec14","3-12 months","South East","Ethnic Minority","8689","27563","53","?","?","Suppress"
"Jan14-Dec14","3-12 months","South West","All","38552","139610","165","27.6","6.8",""
"Jan14-Dec14","3-12 months","South West","White","33790","122334","148","27.6","11.4",""
"Jan14-Dec14","3-12 months","South West","Ethnic Minority","4762","16977","17","?","?","Suppress"
"Jan14-Dec14","3-12 months","Wales","All","31439","100121","295","31.4","5.3",""
"Jan14-Dec14","3-12 months","Wales","White","29669","95635","281","31","8.5",""
"Jan14-Dec14","3-12 months","Wales","Ethnic Minority","1770","4486","14","?","?","Suppress"
"Jan14-Dec14","3-12 months","West Midlands","All","52782","186679","190","28.3","6.4",""
"Jan14-Dec14","3-12 months","West Midlands","White","40403","136059","150","29.7","11.6",""
"Jan14-Dec14","3-12 months","West Midlands","Ethnic Minority","12379","50183","40","?","?","Suppress"
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","All","61211","195925","251","31.2","5.7",""
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","White","48019","158018","213","30.4","9.8",""
"Jan14-Dec14","3-12 months","Yorkshire and The Humber","Ethnic Minority","12970","36942","37","?","?","Suppress"
"Jan15-Dec15","3-12 months","All","All","542141","1677296","2374","32.3","1.9",""
"Jan15-Dec15","3-12 months","All","White","413249","1311538","1935","31.5","3.3",""
"Jan15-Dec15","3-12 months","All","Ethnic Minority","128596","364501","438","35.3","7.1",""
"Jan15-Dec15","3-12 months","East Midlands","All","38582","109694","118","35.2","8.6",""
"Jan15-Dec15","3-12 months","East Midlands","White","32417","90342","92","?","?","Suppress"
"Jan15-Dec15","3-12 months","East Midlands","Ethnic Minority","6165","19352","26","?","?","Suppress"
"Jan15-Dec15","3-12 months","East of England","All","40176","123584","129","32.5","8.1",""
"Jan15-Dec15","3-12 months","East of England","White","36212","109424","109","33.1","14",""
"Jan15-Dec15","3-12 months","East of England","Ethnic Minority","3964","14160","20","?","?","Suppress"
"Jan15-Dec15","3-12 months","London","All","97957","284142","277","34.5","5.6",""
"Jan15-Dec15","3-12 months","London","White","39937","129282","118","30.9","13.2",""
"Jan15-Dec15","3-12 months","London","Ethnic Minority","58020","154860","159","37.5","11.9",""
"Jan15-Dec15","3-12 months","North East","All","28594","98037","194","29.2","6.4",""
"Jan15-Dec15","3-12 months","North East","White","26676","92122","181","29","10.4",""
"Jan15-Dec15","3-12 months","North East","Ethnic Minority","1918","5915","13","?","?","Suppress"
"Jan15-Dec15","3-12 months","North West","All","58870","186162","296","31.6","5.3",""
"Jan15-Dec15","3-12 months","North West","White","44763","150414","235","29.8","9.2",""
"Jan15-Dec15","3-12 months","North West","Ethnic Minority","14107","35668","61","?","?","Suppress"
"Jan15-Dec15","3-12 months","Scotland","All","50629","158991","316","31.8","5.1",""
"Jan15-Dec15","3-12 months","Scotland","White","48152","148428","305","32.4","8.3",""
"Jan15-Dec15","3-12 months","Scotland","Ethnic Minority","2181","9386","10","?","?","Suppress"
"Jan15-Dec15","3-12 months","South East","All","57358","194351","223","29.5","6",""
"Jan15-Dec15","3-12 months","South East","White","47492","162545","180","29.2","10.5",""
"Jan15-Dec15","3-12 months","South East","Ethnic Minority","9866","31806","43","?","?","Suppress"
"Jan15-Dec15","3-12 months","South West","All","33367","109970","130","30.3","7.9",""
"Jan15-Dec15","3-12 months","South West","White","29555","99458","118","29.7","13",""
"Jan15-Dec15","3-12 months","South West","Ethnic Minority","3812","10512","12","?","?","Suppress"
"Jan15-Dec15","3-12 months","Wales","All","29130","88241","272","33","5.6",""
"Jan15-Dec15","3-12 months","Wales","White","26982","82681","258","32.6","9",""
"Jan15-Dec15","3-12 months","Wales","Ethnic Minority","2148","5560","14","?","?","Suppress"
"Jan15-Dec15","3-12 months","West Midlands","All","54798","161391","200","34","6.6",""
"Jan15-Dec15","3-12 months","West Midlands","White","40641","114812","158","35.4","11.8",""
"Jan15-Dec15","3-12 months","West Midlands","Ethnic Minority","14157","46579","42","?","?","Suppress"
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","All","52680","162733","219","32.4","6.2",""
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","White","40422","132030","181","30.6","10.6",""
"Jan15-Dec15","3-12 months","Yorkshire and The Humber","Ethnic Minority","12258","30703","38","?","?","Suppress"
"Jan16-Dec16","3-12 months","All","All","494770","1551565","1960","31.9","2.1",""
"Jan16-Dec16","3-12 months","All","White","378756","1214736","1598","31.2","3.6",""
"Jan16-Dec16","3-12 months","All","Ethnic Minority","116014","335591","362","34.6","7.7",""
"Jan16-Dec16","3-12 months","East Midlands","All","34323","100611","99","34.1","9.3",""
"Jan16-Dec16","3-12 months","East Midlands","White","29963","87941","84","?","?","Suppress"
"Jan16-Dec16","3-12 months","East Midlands","Ethnic Minority","4360","12670","15","?","?","Suppress"
"Jan16-Dec16","3-12 months","East of England","All","41677","120560","134","34.6","8.1",""
"Jan16-Dec16","3-12 months","East of England","White","36674","104224","111","35.2","14",""
"Jan16-Dec16","3-12 months","East of England","Ethnic Minority","5003","16336","23","?","?","Suppress"
"Jan16-Dec16","3-12 months","London","All","87528","269707","225","32.5","6.1",""
"Jan16-Dec16","3-12 months","London","White","34160","117967","96","?","?","Suppress"
"Jan16-Dec16","3-12 months","London","Ethnic Minority","53368","151740","129","35.2","13",""
"Jan16-Dec16","3-12 months","North East","All","30559","84893","172","36","7.2",""
"Jan16-Dec16","3-12 months","North East","White","28105","78985","159","35.6","11.8",""
"Jan16-Dec16","3-12 months","North East","Ethnic Minority","2454","5772","13","?","?","Suppress"
"Jan16-Dec16","3-12 months","North West","All","58317","181029","257","32.2","5.7",""
"Jan16-Dec16","3-12 months","North West","White","48417","150517","217","32.2","9.8",""
"Jan16-Dec16","3-12 months","North West","Ethnic Minority","9900","30512","40","?","?","Suppress"
"Jan16-Dec16","3-12 months","Scotland","All","39269","131385","243","29.9","5.8",""
"Jan16-Dec16","3-12 months","Scotland","White","36110","123783","230","29.2","9.3",""
"Jan16-Dec16","3-12 months","Scotland","Ethnic Minority","3159","7179","13","?","?","Suppress"
"Jan16-Dec16","3-12 months","South East","All","64434","188448","210","34.2","6.4",""
"Jan16-Dec16","3-12 months","South East","White","56910","159799","175","35.6","11.2",""
"Jan16-Dec16","3-12 months","South East","Ethnic Minority","7524","28294","35","?","?","Suppress"
"Jan16-Dec16","3-12 months","South West","All","31787","113955","116","27.9","8.2",""
"Jan16-Dec16","3-12 months","South West","White","28161","104062","105","27.1","13.4",""
"Jan16-Dec16","3-12 months","South West","Ethnic Minority","3626","9893","11","?","?","Suppress"
"Jan16-Dec16","3-12 months","Wales","All","19638","68424","163","28.7","6.9",""
"Jan16-Dec16","3-12 months","Wales","White","18869","65910","159","28.6","11.1",""
"Jan16-Dec16","3-12 months","Wales","Ethnic Minority","769","2514","4","?","?","Suppress"
"Jan16-Dec16","3-12 months","West Midlands","All","46997","153842","175","30.5","6.8",""
"Jan16-Dec16","3-12 months","West Midlands","White","30378","103331","125","29.4","12.6",""
"Jan16-Dec16","3-12 months","West Midlands","Ethnic Minority","16619","50187","50","?","?","Suppress"
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","All","40241","138711","166","29","6.9",""
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","White","31009","118217","137","26.2","11.6",""
"Jan16-Dec16","3-12 months","Yorkshire and The Humber","Ethnic Minority","9232","20494","29","?","?","Suppress"
"Jan04-Dec04","12+ months","All","All","287216","1378994","2216","20.8","1.7",""
"Jan04-Dec04","12+ months","All","White","235514","1133535","1968","20.8","2.8",""
"Jan04-Dec04","12+ months","All","Ethnic Minority","51398","243305","245","21.1","8.1",""
"Jan04-Dec04","12+ months","East Midlands","All","19991","91213","173","21.9","6.2",""
"Jan04-Dec04","12+ months","East Midlands","White","17608","79189","154","22.2","10.4",""
"Jan04-Dec04","12+ months","East Midlands","Ethnic Minority","2299","11773","18","?","?","Suppress"
"Jan04-Dec04","12+ months","East of England","All","16897","103578","145","16.3","6",""
"Jan04-Dec04","12+ months","East of England","White","15960","93633","137","17","9.9",""
"Jan04-Dec04","12+ months","East of England","Ethnic Minority","937","9945","8","?","?","Suppress"
"Jan04-Dec04","12+ months","London","All","65190","273105","246","23.9","5.3",""
"Jan04-Dec04","12+ months","London","White","34435","150475","132","22.9","11.3",""
"Jan04-Dec04","12+ months","London","Ethnic Minority","30755","121787","114","25.3","12.6",""
"Jan04-Dec04","12+ months","North East","All","15670","68997","194","22.7","5.9",""
"Jan04-Dec04","12+ months","North East","White","15237","66182","190","23","9.5",""
"Jan04-Dec04","12+ months","North East","Ethnic Minority","433","2815","4","?","?","Suppress"
"Jan04-Dec04","12+ months","North West","All","35133","152899","280","23","4.9",""
"Jan04-Dec04","12+ months","North West","White","31329","136458","255","23","8.2",""
"Jan04-Dec04","12+ months","North West","Ethnic Minority","3804","16441","25","?","?","Suppress"
"Jan04-Dec04","12+ months","Scotland","All","34006","137055","313","24.8","4.8",""
"Jan04-Dec04","12+ months","Scotland","White","32676","132191","306","24.7","7.6",""
"Jan04-Dec04","12+ months","Scotland","Ethnic Minority","1272","4717","6","?","?","Suppress"
"Jan04-Dec04","12+ months","South East","All","22980","156733","199","14.7","4.9",""
"Jan04-Dec04","12+ months","South East","White","21058","139704","181","15.1","8.2",""
"Jan04-Dec04","12+ months","South East","Ethnic Minority","1922","16667","18","?","?","Suppress"
"Jan04-Dec04","12+ months","South West","All","14881","85160","141","17.5","6.3",""
"Jan04-Dec04","12+ months","South West","White","13969","81679","136","17.1","10",""
"Jan04-Dec04","12+ months","South West","Ethnic Minority","912","3354","5","?","?","Suppress"
"Jan04-Dec04","12+ months","Wales","All","13315","65259","196","20.4","5.6",""
"Jan04-Dec04","12+ months","Wales","White","12647","61563","191","20.5","9",""
"Jan04-Dec04","12+ months","Wales","Ethnic Minority","506","3362","4","?","?","Suppress"
"Jan04-Dec04","12+ months","West Midlands","All","26729","133853","188","20","5.7",""
"Jan04-Dec04","12+ months","West Midlands","White","20711","98418","156","21","10.1",""
"Jan04-Dec04","12+ months","West Midlands","Ethnic Minority","6018","35345","32","?","?","Suppress"
"Jan04-Dec04","12+ months","Yorkshire and The Humber","All","22424","111142","141","20.2","6.6",""
"Jan04-Dec04","12+ months","Yorkshire and The Humber","White","19884","94043","130","21.1","11.1",""
"Jan04-Dec04","12+ months","Yorkshire and The Humber","Ethnic Minority","2540","17099","11","?","?","Suppress"
"Jan05-Dec05","12+ months","All","All","303475","1442722","2168","21","1.7",""
"Jan05-Dec05","12+ months","All","White","238894","1182474","1898","20.2","2.9",""
"Jan05-Dec05","12+ months","All","Ethnic Minority","64042","258567","266","24.8","8.2",""
"Jan05-Dec05","12+ months","East Midlands","All","21427","102682","165","20.9","6.2",""
"Jan05-Dec05","12+ months","East Midlands","White","19155","88217","151","21.7","10.4",""
"Jan05-Dec05","12+ months","East Midlands","Ethnic Minority","2272","14465","14","?","?","Suppress"
"Jan05-Dec05","12+ months","East of England","All","19569","113651","161","17.2","5.8",""
"Jan05-Dec05","12+ months","East of England","White","18089","101765","148","17.8","9.7",""
"Jan05-Dec05","12+ months","East of England","Ethnic Minority","1404","11810","12","?","?","Suppress"
"Jan05-Dec05","12+ months","London","All","72702","276312","255","26.3","5.4",""
"Jan05-Dec05","12+ months","London","White","33817","141726","125","23.9","11.8",""
"Jan05-Dec05","12+ months","London","Ethnic Minority","38632","134333","129","28.8","12.3",""
"Jan05-Dec05","12+ months","North East","All","16066","68070","184","23.6","6.1",""
"Jan05-Dec05","12+ months","North East","White","15606","65054","180","24","9.9",""
"Jan05-Dec05","12+ months","North East","Ethnic Minority","460","2890","4","?","?","Suppress"
"Jan05-Dec05","12+ months","North West","All","38130","173269","274","22","4.9",""
"Jan05-Dec05","12+ months","North West","White","32867","154778","244","21.2","8.1",""
"Jan05-Dec05","12+ months","North West","Ethnic Minority","5263","18098","30","?","?","Suppress"
"Jan05-Dec05","12+ months","Scotland","All","31077","137525","296","22.6","4.8",""
