"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan04-Dec04","Employed","Wales","White British","All","All","16-64","1,223,404","1,762,560","26,902","69.4","0.9",""
"Jan04-Dec04","Employed","Wales","White British","All","16-24","16-64","186,948","316,603","4,247","59","2.3",""
"Jan04-Dec04","Employed","Wales","White British","All","25-49","16-64","725,739","907,006","13,647","80","1.1",""
"Jan04-Dec04","Employed","Wales","White British","All","50-64","16-64","310,717","538,951","9,008","57.7","1.6",""
"Jan04-Dec04","Employed","Wales","White British","Female","All","16-64","569,887","892,961","14,260","63.8","1.2",""
"Jan04-Dec04","Employed","Wales","White British","Female","16-24","16-64","88,506","157,528","2,229","56.2","3.3",""
"Jan04-Dec04","Employed","Wales","White British","Female","25-49","16-64","340,711","461,625","7,340","73.8","1.6",""
"Jan04-Dec04","Employed","Wales","White British","Female","50-64","16-64","140,670","273,808","4,691","51.4","2.3",""
"Jan04-Dec04","Employed","Wales","White British","Male","All","16-64","653,517","869,599","12,642","75.2","1.2",""
"Jan04-Dec04","Employed","Wales","White British","Male","16-24","16-64","98,442","159,075","2,018","61.9","3.3",""
"Jan04-Dec04","Employed","Wales","White British","Male","25-49","16-64","385,028","445,381","6,307","86.4","1.3",""
"Jan04-Dec04","Employed","Wales","White British","Male","50-64","16-64","170,047","265,143","4,317","64.1","2.3",""
"Jan04-Dec04","Employed","Wales","White Other","All","All","16-64","35,597","47,782","709","74.5","5.1",""
"Jan04-Dec04","Employed","Wales","White Other","All","16-24","16-64","5,089","8,456","104","60.2","14.9",""
"Jan04-Dec04","Employed","Wales","White Other","All","25-49","16-64","20,520","24,259","352","84.6","6",""
"Jan04-Dec04","Employed","Wales","White Other","All","50-64","16-64","9,988","15,067","253","66.3","9.2",""
"Jan04-Dec04","Employed","Wales","White Other","Female","All","16-64","17,674","24,310","386","72.7","7",""
"Jan04-Dec04","Employed","Wales","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","White Other","Female","25-49","16-64","10,937","12,833","200","85.2","7.8",""
"Jan04-Dec04","Employed","Wales","White Other","Female","50-64","16-64","4,181","7,313","131","57.2","13.4",""
"Jan04-Dec04","Employed","Wales","White Other","Male","All","16-64","17,923","23,472","323","76.4","7.3",""
"Jan04-Dec04","Employed","Wales","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","White Other","Male","25-49","16-64","9,583","11,426","152","83.9","9.2",""
"Jan04-Dec04","Employed","Wales","White Other","Male","50-64","16-64","5,807","7,754","122","74.9","12.2",""
"Jan04-Dec04","Employed","Wales","Black","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Black","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Mixed","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Indian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Pakistani/Bangladeshi","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","All","All","16-64","5,461","10,054","107","54.3","14.9",""
"Jan04-Dec04","Employed","Wales","Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","Wales","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","All","All","All","16-64","2,417,522","3,377,016","26,278","71.6","0.5",""
"Jan04-Dec04","Employed","West Midlands","All","All","16-24","16-64","357,727","613,250","4,029","58.3","1.5",""
"Jan04-Dec04","Employed","West Midlands","All","All","25-49","16-64","1,452,503","1,808,499","13,773","80.3","0.7",""
"Jan04-Dec04","Employed","West Midlands","All","All","50-64","16-64","607,292","955,267","8,476","63.6","1",""
"Jan04-Dec04","Employed","West Midlands","All","Female","All","16-64","1,098,069","1,695,182","13,585","64.8","0.8",""
"Jan04-Dec04","Employed","West Midlands","All","Female","16-24","16-64","167,751","303,990","2,019","55.2","2.2",""
"Jan04-Dec04","Employed","West Midlands","All","Female","25-49","16-64","662,979","910,473","7,230","72.8","1",""
"Jan04-Dec04","Employed","West Midlands","All","Female","50-64","16-64","267,339","480,719","4,336","55.6","1.5",""
"Jan04-Dec04","Employed","West Midlands","All","Male","All","16-64","1,319,453","1,681,834","12,693","78.5","0.7",""
"Jan04-Dec04","Employed","West Midlands","All","Male","16-24","16-64","189,976","309,260","2,010","61.4","2.1",""
"Jan04-Dec04","Employed","West Midlands","All","Male","25-49","16-64","789,524","898,026","6,543","87.9","0.8",""
"Jan04-Dec04","Employed","West Midlands","All","Male","50-64","16-64","339,953","474,548","4,140","71.6","1.4",""
"Jan04-Dec04","Employed","West Midlands","White British","All","All","16-64","2,163,431","2,923,566","23,797","74","0.9",""
"Jan04-Dec04","Employed","West Midlands","White British","All","16-24","16-64","315,929","496,974","3,503","63.6","2.5",""
"Jan04-Dec04","Employed","West Midlands","White British","All","25-49","16-64","1,275,391","1,539,914","12,290","82.8","1.1",""
"Jan04-Dec04","Employed","West Midlands","White British","All","50-64","16-64","572,111","886,678","8,004","64.5","1.7",""
"Jan04-Dec04","Employed","West Midlands","White British","Female","All","16-64","987,101","1,465,782","12,274","67.3","1.3",""
"Jan04-Dec04","Employed","West Midlands","White British","Female","16-24","16-64","147,268","243,780","1,743","60.4","3.6",""
"Jan04-Dec04","Employed","West Midlands","White British","Female","25-49","16-64","587,382","775,875","6,443","75.7","1.7",""
"Jan04-Dec04","Employed","West Midlands","White British","Female","50-64","16-64","252,451","446,127","4,088","56.6","2.4",""
"Jan04-Dec04","Employed","West Midlands","White British","Male","All","16-64","1,176,330","1,457,784","11,523","80.7","1.1",""
"Jan04-Dec04","Employed","West Midlands","White British","Male","16-24","16-64","168,661","253,194","1,760","66.6","3.5",""
"Jan04-Dec04","Employed","West Midlands","White British","Male","25-49","16-64","688,009","764,039","5,847","90","1.2",""
"Jan04-Dec04","Employed","West Midlands","White British","Male","50-64","16-64","319,660","440,551","3,916","72.6","2.2",""
"Jan04-Dec04","Employed","West Midlands","White Other","All","All","16-64","42,336","62,347","453","67.9","6.8",""
"Jan04-Dec04","Employed","West Midlands","White Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","White Other","All","25-49","16-64","28,215","35,037","253","80.5","7.7",""
"Jan04-Dec04","Employed","West Midlands","White Other","All","50-64","16-64","10,910","19,291","155","56.6","12.3",""
"Jan04-Dec04","Employed","West Midlands","White Other","Female","All","16-64","21,891","33,256","241","65.8","9.5",""
"Jan04-Dec04","Employed","West Midlands","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","White Other","Female","25-49","16-64","14,278","18,268","133","78.2","11.1",""
"Jan04-Dec04","Employed","West Midlands","White Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","White Other","Male","All","16-64","20,445","29,091","212","70.3","9.7",""
"Jan04-Dec04","Employed","West Midlands","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","White Other","Male","25-49","16-64","13,937","16,769","120","83.1","10.6",""
"Jan04-Dec04","Employed","West Midlands","White Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","Black","All","All","16-64","48,193","77,819","375","61.9","7.8",""
"Jan04-Dec04","Employed","West Midlands","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","Black","All","25-49","16-64","36,186","51,508","252","70.3","8.9",""
"Jan04-Dec04","Employed","West Midlands","Black","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","Black","Female","All","16-64","25,449","41,409","213","61.5","10.3",""
"Jan04-Dec04","Employed","West Midlands","Black","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","Black","Female","25-49","16-64","18,989","28,132","147","67.5","12",""
"Jan04-Dec04","Employed","West Midlands","Black","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan04-Dec04","Employed","West Midlands","Black","Male","All","16-64","22,744","36,410","162","62.5","11.8",""
"Jan04-Dec04","Employed","West Midlands","Black","Male","16-24","16-64","?","?","?","?","?","Supress"
