"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan12-Dec12","Employed","East Midlands","Other Asian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","All","All","16-64","14,599","24,313","114","60","14.2",""
"Jan12-Dec12","Employed","East Midlands","Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East Midlands","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","All","All","All","16-64","2,734,333","3,674,704","11,961","74.4","0.8",""
"Jan12-Dec12","Employed","East of England","All","All","16-24","16-64","342,112","624,994","1,720","54.7","2.4",""
"Jan12-Dec12","Employed","East of England","All","All","25-49","16-64","1,632,203","1,964,330","6,369","83.1","0.9",""
"Jan12-Dec12","Employed","East of England","All","All","50-64","16-64","760,018","1,085,380","3,872","70","1.4",""
"Jan12-Dec12","Employed","East of England","All","Female","All","16-64","1,284,337","1,853,418","6,266","69.3","1.1",""
"Jan12-Dec12","Employed","East of England","All","Female","16-24","16-64","168,320","306,996","886","54.8","3.3",""
"Jan12-Dec12","Employed","East of England","All","Female","25-49","16-64","762,797","995,495","3,396","76.6","1.4",""
"Jan12-Dec12","Employed","East of England","All","Female","50-64","16-64","353,220","550,927","1,984","64.1","2.1",""
"Jan12-Dec12","Employed","East of England","All","Male","All","16-64","1,449,996","1,821,286","5,695","79.6","1",""
"Jan12-Dec12","Employed","East of England","All","Male","16-24","16-64","173,792","317,998","834","54.7","3.4",""
"Jan12-Dec12","Employed","East of England","All","Male","25-49","16-64","869,406","968,835","2,973","89.7","1.1",""
"Jan12-Dec12","Employed","East of England","All","Male","50-64","16-64","406,798","534,453","1,888","76.1","1.9",""
"Jan12-Dec12","Employed","East of England","White British","All","All","16-64","2,339,693","3,127,002","9,947","74.8","1.3",""
"Jan12-Dec12","Employed","East of England","White British","All","16-24","16-64","304,444","537,876","1,433","56.6","4.1",""
"Jan12-Dec12","Employed","East of England","White British","All","25-49","16-64","1,337,257","1,594,163","4,999","83.9","1.6",""
"Jan12-Dec12","Employed","East of England","White British","All","50-64","16-64","697,992","994,963","3,515","70.2","2.4",""
"Jan12-Dec12","Employed","East of England","White British","Female","All","16-64","1,101,676","1,571,368","5,172","70.1","2",""
"Jan12-Dec12","Employed","East of England","White British","Female","16-24","16-64","152,408","266,336","739","57.2","5.6",""
"Jan12-Dec12","Employed","East of England","White British","Female","25-49","16-64","625,012","800,430","2,638","78.1","2.5",""
"Jan12-Dec12","Employed","East of England","White British","Female","50-64","16-64","324,256","504,602","1,795","64.3","3.5",""
"Jan12-Dec12","Employed","East of England","White British","Male","All","16-64","1,238,017","1,555,634","4,775","79.6","1.8",""
"Jan12-Dec12","Employed","East of England","White British","Male","16-24","16-64","152,036","271,540","694","56","5.8",""
"Jan12-Dec12","Employed","East of England","White British","Male","25-49","16-64","712,245","793,733","2,361","89.7","1.9",""
"Jan12-Dec12","Employed","East of England","White British","Male","50-64","16-64","373,736","490,361","1,720","76.2","3.2",""
"Jan12-Dec12","Employed","East of England","White Other","All","All","16-64","184,491","233,852","767","78.9","4.6",""
"Jan12-Dec12","Employed","East of England","White Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","White Other","All","25-49","16-64","137,785","164,661","532","83.7","5",""
"Jan12-Dec12","Employed","East of England","White Other","All","50-64","16-64","28,492","38,917","150","73.2","11.2",""
"Jan12-Dec12","Employed","East of England","White Other","Female","All","16-64","86,666","121,718","427","71.2","6.8",""
"Jan12-Dec12","Employed","East of England","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","White Other","Female","25-49","16-64","64,165","86,380","301","74.3","7.8",""
"Jan12-Dec12","Employed","East of England","White Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","White Other","Male","All","16-64","97,825","112,134","340","87.2","5.6",""
"Jan12-Dec12","Employed","East of England","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","White Other","Male","25-49","16-64","73,620","78,281","231","94","4.8",""
"Jan12-Dec12","Employed","East of England","White Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","All","All","16-64","50,579","73,265","317","69","8",""
"Jan12-Dec12","Employed","East of England","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","All","25-49","16-64","38,534","48,675","219","79.2","8.5",""
"Jan12-Dec12","Employed","East of England","Black","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","Female","All","16-64","26,479","38,532","176","68.7","10.8",""
"Jan12-Dec12","Employed","East of England","Black","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","Female","25-49","16-64","20,987","26,852","126","78.2","11.4",""
"Jan12-Dec12","Employed","East of England","Black","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","Male","All","16-64","24,100","34,733","141","69.4","12",""
"Jan12-Dec12","Employed","East of England","Black","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Black","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","All","All","16-64","27,159","40,811","126","66.5","13",""
"Jan12-Dec12","Employed","East of England","Mixed","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Mixed","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","All","All","16-64","49,880","65,439","235","76.2","8.6",""
"Jan12-Dec12","Employed","East of England","Indian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","All","25-49","16-64","38,623","44,341","161","87.1","8.2",""
"Jan12-Dec12","Employed","East of England","Indian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Female","All","16-64","22,679","31,580","116","71.8","12.9",""
"Jan12-Dec12","Employed","East of England","Indian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Male","All","16-64","27,201","33,859","119","80.3","11.3",""
"Jan12-Dec12","Employed","East of England","Indian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Indian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","All","All","16-64","22,333","44,116","272","50.6","9.4",""
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","All","25-49","16-64","17,612","30,639","191","57.5","11.1",""
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Female","All","16-64","5,800","20,179","136","28.7","12",""
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Male","All","16-64","16,533","23,937","136","69.1","12.3",""
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Pakistani/Bangladeshi","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","All","All","16-64","32,971","50,487","164","65.3","11.5",""
"Jan12-Dec12","Employed","East of England","Other Asian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","All","25-49","16-64","25,186","35,006","113","71.9","13.1",""
"Jan12-Dec12","Employed","East of England","Other Asian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Female","All","16-64","18,582","31,138","103","59.7","15",""
"Jan12-Dec12","Employed","East of England","Other Asian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","All","All","16-64","24,720","34,829","115","71","13.1",""
"Jan12-Dec12","Employed","East of England","Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","East of England","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","All","All","All","16-64","3,867,011","5,669,567","17,992","68.2","0.7",""
"Jan12-Dec12","Employed","London","All","All","16-24","16-64","390,977","972,533","2,749","40.2","1.8",""
"Jan12-Dec12","Employed","London","All","All","25-49","16-64","2,701,505","3,503,022","10,662","77.1","0.8",""
"Jan12-Dec12","Employed","London","All","All","50-64","16-64","774,529","1,194,012","4,581","64.9","1.4",""
"Jan12-Dec12","Employed","London","All","Female","All","16-64","1,739,208","2,850,925","9,669","61","1",""
"Jan12-Dec12","Employed","London","All","Female","16-24","16-64","196,347","487,459","1,417","40.3","2.6",""
"Jan12-Dec12","Employed","London","All","Female","25-49","16-64","1,177,282","1,751,872","5,737","67.2","1.2",""
"Jan12-Dec12","Employed","London","All","Female","50-64","16-64","365,579","611,594","2,515","59.8","1.9",""
"Jan12-Dec12","Employed","London","All","Male","All","16-64","2,127,803","2,818,642","8,323","75.5","0.9",""
"Jan12-Dec12","Employed","London","All","Male","16-24","16-64","194,630","485,074","1,332","40.1","2.6",""
"Jan12-Dec12","Employed","London","All","Male","25-49","16-64","1,524,223","1,751,150","4,925","87","0.9",""
"Jan12-Dec12","Employed","London","All","Male","50-64","16-64","408,950","582,418","2,066","70.2","2",""
"Jan12-Dec12","Employed","London","White British","All","All","16-64","1,885,180","2,571,563","8,232","73.3","1.5",""
"Jan12-Dec12","Employed","London","White British","All","16-24","16-64","206,513","425,495","1,188","48.5","4.5",""
"Jan12-Dec12","Employed","London","White British","All","25-49","16-64","1,206,191","1,439,970","4,320","83.8","1.7",""
"Jan12-Dec12","Employed","London","White British","All","50-64","16-64","472,476","706,098","2,724","66.9","2.8",""
"Jan12-Dec12","Employed","London","White British","Female","All","16-64","845,347","1,240,269","4,253","68.2","2.2",""
"Jan12-Dec12","Employed","London","White British","Female","16-24","16-64","102,770","206,012","595","49.9","6.3",""
"Jan12-Dec12","Employed","London","White British","Female","25-49","16-64","522,217","678,556","2,185","77","2.8",""
"Jan12-Dec12","Employed","London","White British","Female","50-64","16-64","220,360","355,701","1,473","62","3.9",""
"Jan12-Dec12","Employed","London","White British","Male","All","16-64","1,039,833","1,331,294","3,979","78.1","2",""
"Jan12-Dec12","Employed","London","White British","Male","16-24","16-64","103,743","219,483","593","47.3","6.3",""
"Jan12-Dec12","Employed","London","White British","Male","25-49","16-64","683,974","761,414","2,135","89.8","2",""
"Jan12-Dec12","Employed","London","White British","Male","50-64","16-64","252,116","350,397","1,251","72","3.9",""
"Jan12-Dec12","Employed","London","White Other","All","All","16-64","668,630","891,640","2,749","75","2.6",""
"Jan12-Dec12","Employed","London","White Other","All","16-24","16-64","43,686","98,342","269","44.4","9.4",""
"Jan12-Dec12","Employed","London","White Other","All","25-49","16-64","549,875","676,955","2,022","81.2","2.7",""
"Jan12-Dec12","Employed","London","White Other","All","50-64","16-64","75,069","116,343","458","64.5","6.9",""
"Jan12-Dec12","Employed","London","White Other","Female","All","16-64","316,618","473,400","1,543","66.9","3.7",""
"Jan12-Dec12","Employed","London","White Other","Female","16-24","16-64","24,140","57,175","157","42.2","12.2",""
"Jan12-Dec12","Employed","London","White Other","Female","25-49","16-64","254,822","351,699","1,116","72.5","4.1",""
"Jan12-Dec12","Employed","London","White Other","Female","50-64","16-64","37,656","64,526","270","58.4","9.3",""
"Jan12-Dec12","Employed","London","White Other","Male","All","16-64","352,012","418,240","1,206","84.2","3.3",""
"Jan12-Dec12","Employed","London","White Other","Male","16-24","16-64","19,546","41,167","112","47.5","14.6",""
"Jan12-Dec12","Employed","London","White Other","Male","25-49","16-64","295,053","325,256","906","90.7","3",""
"Jan12-Dec12","Employed","London","White Other","Male","50-64","16-64","37,413","51,817","188","72.2","10.1",""
"Jan12-Dec12","Employed","London","Black","All","All","16-64","364,383","621,758","1,968","58.6","3.4",""
"Jan12-Dec12","Employed","London","Black","All","16-24","16-64","31,850","125,197","367","25.4","7",""
"Jan12-Dec12","Employed","London","Black","All","25-49","16-64","257,142","379,726","1,176","67.7","4.2",""
"Jan12-Dec12","Employed","London","Black","All","50-64","16-64","75,391","116,835","425","64.5","7.2",""
"Jan12-Dec12","Employed","London","Black","Female","All","16-64","193,636","351,890","1,192","55","4.5",""
"Jan12-Dec12","Employed","London","Black","Female","16-24","16-64","18,958","67,987","207","27.9","9.7",""
"Jan12-Dec12","Employed","London","Black","Female","25-49","16-64","131,637","215,901","720","61","5.6",""
"Jan12-Dec12","Employed","London","Black","Female","50-64","16-64","43,041","68,002","265","63.3","9.2",""
"Jan12-Dec12","Employed","London","Black","Male","All","16-64","170,747","269,868","776","63.3","5.4",""
"Jan12-Dec12","Employed","London","Black","Male","16-24","16-64","12,892","57,210","160","22.5","10.2",""
"Jan12-Dec12","Employed","London","Black","Male","25-49","16-64","125,505","163,825","456","76.6","6.1",""
"Jan12-Dec12","Employed","London","Black","Male","50-64","16-64","32,350","48,833","160","66.2","11.6",""
"Jan12-Dec12","Employed","London","Mixed","All","All","16-64","81,022","139,672","424","58","7.4",""
"Jan12-Dec12","Employed","London","Mixed","All","16-24","16-64","18,471","49,636","138","37.2","12.7",""
"Jan12-Dec12","Employed","London","Mixed","All","25-49","16-64","52,763","76,246","235","69.2","9.3",""
"Jan12-Dec12","Employed","London","Mixed","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Mixed","Female","All","16-64","44,001","78,248","243","56.2","9.9",""
"Jan12-Dec12","Employed","London","Mixed","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Mixed","Female","25-49","16-64","27,432","44,244","144","62","12.5",""
"Jan12-Dec12","Employed","London","Mixed","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Mixed","Male","All","16-64","37,021","61,424","181","60.3","11.3",""
"Jan12-Dec12","Employed","London","Mixed","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Mixed","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Mixed","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Indian","All","All","16-64","292,243","420,064","1,304","69.6","3.9",""
"Jan12-Dec12","Employed","London","Indian","All","16-24","16-64","27,298","66,218","179","41.2","11.4",""
"Jan12-Dec12","Employed","London","Indian","All","25-49","16-64","205,626","264,832","805","77.6","4.5",""
"Jan12-Dec12","Employed","London","Indian","All","50-64","16-64","59,319","89,014","320","66.6","8.2",""
"Jan12-Dec12","Employed","London","Indian","Female","All","16-64","118,645","198,139","668","59.9","5.9",""
"Jan12-Dec12","Employed","London","Indian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Indian","Female","25-49","16-64","80,297","124,472","415","64.5","7.3",""
"Jan12-Dec12","Employed","London","Indian","Female","50-64","16-64","26,427","42,861","166","61.7","11.7",""
"Jan12-Dec12","Employed","London","Indian","Male","All","16-64","173,598","221,925","636","78.2","5.1",""
"Jan12-Dec12","Employed","London","Indian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Indian","Male","25-49","16-64","125,329","140,360","390","89.3","4.8",""
"Jan12-Dec12","Employed","London","Indian","Male","50-64","16-64","32,892","46,153","154","71.3","11.3",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","All","All","16-64","174,639","339,164","1,092","51.5","4.7",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","All","16-24","16-64","27,084","80,646","239","33.6","9.5",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","All","25-49","16-64","131,645","220,270","696","59.8","5.8",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","All","50-64","16-64","15,910","38,248","157","41.6","12.2",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Female","All","16-64","52,815","166,201","574","31.8","6",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Female","16-24","16-64","11,403","39,172","122","29.1","12.7",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Female","25-49","16-64","37,090","108,669","375","34.1","7.6",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Male","All","16-64","121,824","172,963","518","70.4","6.2",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Male","16-24","16-64","15,681","41,474","117","37.8","13.9",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Male","25-49","16-64","94,555","111,601","321","84.7","6.2",""
"Jan12-Dec12","Employed","London","Pakistani/Bangladeshi","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other Asian","All","All","16-64","199,548","322,658","1,023","61.8","4.7",""
"Jan12-Dec12","Employed","London","Other Asian","All","16-24","16-64","16,682","61,524","174","27.1","10.4",""
"Jan12-Dec12","Employed","London","Other Asian","All","25-49","16-64","149,113","210,240","653","70.9","5.5",""
"Jan12-Dec12","Employed","London","Other Asian","All","50-64","16-64","33,753","50,894","196","66.3","10.5",""
"Jan12-Dec12","Employed","London","Other Asian","Female","All","16-64","86,098","165,128","556","52.1","6.6",""
"Jan12-Dec12","Employed","London","Other Asian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other Asian","Female","25-49","16-64","64,474","110,896","365","58.1","8",""
"Jan12-Dec12","Employed","London","Other Asian","Female","50-64","16-64","15,140","24,466","106","61.9","14.6",""
"Jan12-Dec12","Employed","London","Other Asian","Male","All","16-64","113,450","157,530","467","72","6.4",""
"Jan12-Dec12","Employed","London","Other Asian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other Asian","Male","25-49","16-64","84,639","99,344","288","85.2","6.5",""
"Jan12-Dec12","Employed","London","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other","All","All","16-64","196,964","354,424","1,170","55.6","4.5",""
"Jan12-Dec12","Employed","London","Other","All","16-24","16-64","19,252","64,572","192","29.8","10.2",""
"Jan12-Dec12","Employed","London","Other","All","25-49","16-64","146,328","229,502","737","63.8","5.5",""
"Jan12-Dec12","Employed","London","Other","All","50-64","16-64","31,384","60,350","241","52","10",""
"Jan12-Dec12","Employed","London","Other","Female","All","16-64","79,869","172,822","623","46.2","6.2",""
"Jan12-Dec12","Employed","London","Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other","Female","25-49","16-64","57,715","114,009","405","50.6","7.7",""
"Jan12-Dec12","Employed","London","Other","Female","50-64","16-64","12,405","28,567","123","43.4","13.8",""
"Jan12-Dec12","Employed","London","Other","Male","All","16-64","117,095","181,602","547","64.5","6.3",""
"Jan12-Dec12","Employed","London","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Other","Male","25-49","16-64","88,613","115,493","332","76.7","7.2",""
"Jan12-Dec12","Employed","London","Other","Male","50-64","16-64","18,979","31,783","118","59.7","14",""
"Jan12-Dec12","Employed","London","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","London","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","All","All","All","16-64","1,093,888","1,658,121","12,526","66","0.8",""
"Jan12-Dec12","Employed","North East","All","All","16-24","16-64","148,493","316,044","2,061","47","2.2",""
"Jan12-Dec12","Employed","North East","All","All","25-49","16-64","647,869","834,501","6,120","77.6","1",""
"Jan12-Dec12","Employed","North East","All","All","50-64","16-64","297,526","507,576","4,345","58.6","1.5",""
"Jan12-Dec12","Employed","North East","All","Female","All","16-64","521,702","840,186","6,667","62.1","1.2",""
"Jan12-Dec12","Employed","North East","All","Female","16-24","16-64","72,082","155,072","1,065","46.5","3",""
"Jan12-Dec12","Employed","North East","All","Female","25-49","16-64","309,742","426,357","3,338","72.6","1.5",""
"Jan12-Dec12","Employed","North East","All","Female","50-64","16-64","139,878","258,757","2,264","54.1","2.1",""
"Jan12-Dec12","Employed","North East","All","Male","All","16-64","572,186","817,935","5,859","70","1.2",""
