"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cambridgeshire","Police Force Area","6","6","39,535","15.18","3%","5%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cheshire","Police Force Area","0","0","12,794","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cleveland","Police Force Area","2","2","17,419","11.48","2%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cumbria","Police Force Area","0","0","2,913","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","4","4","36,871","10.85","2%","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","0","0","11,694","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dorset","Police Force Area","2","2","10,694","18.7","2%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Durham","Police Force Area","1","1","5,114","19.55","1%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","0","0","4,274","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Essex","Police Force Area","4","5","38,954","11.17","1%","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","4","4","10,522","38.02","3%","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","22","22","246,094","8.94","3%","9%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gwent","Police Force Area","2","2","10,076","19.85","2%","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","0","0","57,352","0","0%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","5","5","64,119","7.8","2%","6%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Humberside","Police Force Area","0","0","12,191","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","3","3","54,186","5.54","1%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","4","4","108,784","3.68","1%","7%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","20","20","155,740","12.84","9%","15%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","0","0","5,579","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","2","2","N/A","N/A","6%","9%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","5","5","18,851","26.52","2%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","448","451","1,386,619","32.28","12%","17%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","2","2","9,809","20.39","1%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","2","2","6,336","31.57","1%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","9,914","0","0%","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","1","1","22,581","4.43","1%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","1","1","37,782","2.65","0%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","5","6","48,248","11.38","3%","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","3","3","35,804","6.98","1%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","4","4","54,660","6.77","1%","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","5","5","35,148","14.23","2%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","0","0","10,972","0","0%","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","7","7","54,037","12.95","4%","5%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","1","1","40,865","2.45","0%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","9","9","192,541","4.67","4%","8%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","5","5","22,747","21.98","4%","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","2","2","21,715","9.21","1%","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","59","59","493,551","11.92","9%","18%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","27","27","280,764","9.53","4%","13%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","0","0","17,379","0","0%","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","1,815","1,830","3,820,390","47.52","N/A","7%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","7","7","33,005","21.21","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","30","30","81,480","36.21","N/A","13%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","49","49","N/A","N/A","N/A","N/A"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","11","11","39,535","27.82","N/A","5%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","6","6","12,794","46.9","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","14","14","17,419","80.37","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","4","4","2,913","137.32","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","30","30","36,871","80.69","N/A","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","1","1","11,694","8.55","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","4","4","10,694","37.4","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","8","8","5,114","156.43","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","2","2","4,274","46.79","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","8","8","38,954","20.54","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","3","3","10,522","28.51","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","89","89","246,094","36.08","N/A","9%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","4","4","10,076","39.7","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","19","19","57,352","32.26","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","16","16","64,119","24.95","N/A","6%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","5","5","12,191","41.01","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","18","18","54,186","32.67","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","50","50","108,784","45.58","N/A","7%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","68","68","155,740","43.39","N/A","15%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","3","3","5,579","51.98","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","17","17","N/A","N/A","N/A","9%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","11","11","18,851","58.35","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","740","746","1,386,619","53.39","N/A","17%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","3","3","9,809","30.58","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","1","1","6,336","15.78","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","6","6","9,914","60.52","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","9","9","22,581","39.86","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","10","10","37,782","26.47","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","24","24","48,248","48.81","N/A","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","10","10","35,804","27.93","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Yorkshire","Police Force Area","43","43","54,660","78.67","N/A","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Staffordshire","Police Force Area","8","8","35,148","22.76","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Suffolk","Police Force Area","2","2","10,972","18.23","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Surrey","Police Force Area","14","14","54,037","25.91","N/A","5%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Sussex","Police Force Area","3","3","40,865","6.12","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Thames Valley","Police Force Area","44","46","192,541","22.86","N/A","8%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Warwickshire","Police Force Area","26","26","22,747","114.3","N/A","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Mercia","Police Force Area","8","8","21,715","36.84","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Midlands","Police Force Area","276","279","493,551","55.92","N/A","18%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Yorkshire","Police Force Area","112","112","280,764","39.89","N/A","13%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Wiltshire","Police Force Area","3","3","17,379","17.26","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","14","14","3,820,390","0.36","N/A","7%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","33,005","0","N/A","2%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","0","0","81,480","0","N/A","13%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","39,535","0","N/A","5%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cheshire","Police Force Area","0","0","12,794","0","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cleveland","Police Force Area","0","0","17,419","0","N/A","3%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cumbria","Police Force Area","0","0","2,913","0","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Derbyshire","Police Force Area","1","1","36,871","2.71","N/A","4%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","11,694","0","N/A","1%"
"Rate per population","2007","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Dorset","Police Force Area","0","0","10,694","0","N/A","1%"
