"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"All","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-17","NA","25780","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-12","NA","16050","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-13","NA","15190","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-14","NA","14030","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-15","NA","13880","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-16","NA","13780","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-17","NA","13340","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Apr-18","NA","13140","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-12","NA","15750","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-13","NA","14740","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-14","NA","13680","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-15","NA","13450","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-16","NA","13150","NA","NA"
"All","Army","Other Ranks","OR-3","Lance Corporal","Oct-17","NA","13090","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-12","NA","14990","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-13","NA","14420","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-14","NA","13520","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-15","NA","12750","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-16","NA","12480","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-17","NA","12580","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Apr-18","NA","12370","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-12","NA","14510","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-13","NA","14240","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-14","NA","13190","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-15","NA","12520","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-16","NA","12550","NA","NA"
"All","Army","Other Ranks","OR-4","Corporal","Oct-17","NA","12310","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-12","NA","9760","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-13","NA","9270","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-14","NA","8230","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-15","NA","7760","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-16","NA","7880","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-17","NA","7960","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Apr-18","NA","7910","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-12","NA","9160","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-13","NA","8450","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-14","NA","7550","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-15","NA","7280","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-16","NA","7540","NA","NA"
"All","Army","Other Ranks","OR-6","Sergeant","Oct-17","NA","7520","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-12","NA","5790","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-13","NA","5700","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-14","NA","5280","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-15","NA","5210","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-16","NA","5290","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-17","NA","5420","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Apr-18","NA","5470","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-12","NA","5780","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-13","NA","5540","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-14","NA","5210","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-15","NA","5290","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-16","NA","5320","NA","NA"
"All","Army","Other Ranks","OR-7","Staff Sergeant","Oct-17","NA","5410","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-12","NA","4320","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-13","NA","3990","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-14","NA","3730","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-15","NA","3640","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-16","NA","3640","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-17","NA","3740","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Apr-18","NA","3710","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-12","NA","4290","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-13","NA","3960","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-14","NA","3820","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-15","NA","3750","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-16","NA","3770","NA","NA"
"All","Army","Other Ranks","OR-8","Warrant Officer Class 2","Oct-17","NA","3800","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-12","NA","1490","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-13","NA","1390","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-14","NA","1340","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-15","NA","1310","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-16","NA","1280","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-17","NA","1270","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Apr-18","NA","1290","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-12","NA","1450","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-13","NA","1390","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-14","NA","1340","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-15","NA","1290","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-16","NA","1300","NA","NA"
"All","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-17","NA","1320","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-12","NA","1760","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-13","NA","1690","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-14","NA","1670","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-15","NA","1650","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-16","NA","1660","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Apr-17","NA","1690","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Oct-12","NA","1760","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Oct-13","NA","1720","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Oct-14","NA","1680","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Oct-15","NA","1670","NA","NA"
"All","Army","Officers","OF-4 ","Lieutenant Colonel","Oct-16","NA","1680","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-12","NA","40000","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-13","NA","37030","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-14","NA","35230","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-15","NA","33930","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-16","NA","33460","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-17","NA","33260","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Apr-18","NA","32960","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-12","NA","38500","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-13","NA","35920","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-14","NA","34520","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-15","NA","33580","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-16","NA","33270","NA","NA"
"All","Royal Air Force","All Ranks","All","All","Oct-17","NA","32890","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-12","NA","9030","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-13","NA","8230","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-14","NA","7850","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-15","NA","7630","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-16","NA","7460","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-17","NA","7520","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Apr-18","NA","7610","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-12","NA","8560","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-13","NA","7980","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-14","NA","7740","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-15","NA","7480","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-16","NA","7470","NA","NA"
"All","Royal Air Force","Officers","All Officers","All Officers","Oct-17","NA","7460","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-12","NA","940","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-13","NA","630","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-14","NA","650","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-15","NA","770","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-16","NA","880","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-17","NA","1050","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-18","NA","1260","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-12","NA","660","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-13","NA","590","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-14","NA","690","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-15","NA","810","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-16","NA","940","NA","NA"
"All","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-17","NA","1090","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-12","NA","4130","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-13","NA","3890","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-14","NA","3560","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-15","NA","3310","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-16","NA","3070","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-17","NA","2990","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-18","NA","2920","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-12","NA","4040","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-13","NA","3720","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-14","NA","3450","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-15","NA","3180","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-16","NA","3060","NA","NA"
"All","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-17","NA","2950","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-12","NA","2430","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-13","NA","2260","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-14","NA","2200","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-15","NA","2120","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-16","NA","2100","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-17","NA","2080","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-18","NA","2060","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-12","NA","2320","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-13","NA","2200","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-14","NA","2140","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-15","NA","2080","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-16","NA","2040","NA","NA"
"All","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-17","NA","2020","NA","NA"
"All","Royal Air Force","Officers","OF-4","Wing Commander","Apr-18","NA","980","NA","NA"
"All","Royal Air Force","Officers","OF-4","Wing Commander","Oct-17","NA","1010","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-12","NA","310","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-13","NA","300","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-14","NA","300","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-15","NA","290","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-16","NA","300","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-17","NA","290","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Apr-18","NA","280","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-12","NA","330","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-13","NA","310","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-14","NA","300","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-15","NA","290","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-16","NA","300","NA","NA"
"All","Royal Air Force","Officers","OF-5","Group Captain","Oct-17","NA","280","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-12","NA","121","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-13","NA","109","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-14","NA","112","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-15","NA","113","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-16","NA","108","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-17","NA","111","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-18","NA","112","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-12","NA","118","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-13","NA","110","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-14","NA","117","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-15","NA","107","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-16","NA","116","NA","NA"
"All","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-17","NA","117","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","NA","30970","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","NA","28790","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","NA","27380","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","NA","26300","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","NA","26000","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","NA","25740","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","NA","25340","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","NA","29930","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","NA","27930","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","NA","26780","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","NA","26110","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","NA","25790","NA","NA"
"All","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","NA","25430","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-12","NA","13150","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-13","NA","12010","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-14","NA","11470","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-15","NA","11170","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-16","NA","11000","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-17","NA","10840","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-18","NA","10700","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-12","NA","12580","NA","NA"
"All","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-13","NA","11600","NA","NA"
