"Title","A* to C in English and Maths GCSE by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes","Boys-Value"," Boys-Denominator ","Notes","Girls-Value"," Girls-Denominator ","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","x"," 12 ","NA","NA","Suppressed","x"," 6 ","Suppressed","100"," 6 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","x"," 5 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","x"," 23 ","NA","NA","Suppressed","100"," 11 ","","x"," 12 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","100"," 6 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","x"," 20 ","NA","NA","Suppressed","100"," 11 ","","x"," 9 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","x"," 12 ","NA","NA","Suppressed","x"," 7 ","Suppressed","x"," 5 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","100"," 41 ","NA","NA","","100"," 23 ","","100"," 18 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","55"," 22 ","NA","NA","","40"," 10 ","","67"," 12 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","100"," 4 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","100"," 3 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","x"," 18 ","NA","NA","Suppressed","x"," 10 ","Suppressed","x"," 8 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","100"," 9 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","89"," 35 ","NA","NA","","x"," 26 ","Suppressed","x"," 9 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","x"," 3 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","92"," 64 ","NA","NA","","x"," 33 ","Suppressed","x"," 31 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","x"," 11 ","NA","NA","Suppressed","x"," 5 ","Suppressed","x"," 6 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","67"," 15 ","NA","NA","","55"," 11 ","","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","81"," 26 ","NA","NA","","64"," 14 ","","100"," 12 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","x"," 7 ","NA","NA","Suppressed","x"," 4 ","Suppressed","100"," 3 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","100"," 21 ","NA","NA","","100"," 12 ","","100"," 9 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","100"," 5 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","100"," 4 ","","x"," 5 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","86"," 44 ","NA","NA","","76"," 25 ","","100"," 19 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","x"," 12 ","NA","NA","Suppressed","x"," 7 ","Suppressed","100"," 5 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","58"," 12 ","NA","NA","","x"," 5 ","Suppressed","x"," 7 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","100"," 8 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","100"," 10 ","NA","NA","","100"," 4 ","","100"," 6 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","x"," x ","NA","NA","Suppressed","x"," x ","Suppressed","x"," 3 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","x"," 7 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","73"," 15 ","NA","NA","","x"," 11 ","Suppressed","x"," 4 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","x"," x ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","x"," 13 ","NA","NA","Suppressed","x"," 5 ","Suppressed","x"," 8 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","x"," 11 ","NA","NA","Suppressed","x"," 3 ","Suppressed","100"," 8 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","83"," 23 ","NA","NA","","x"," 6 ","Suppressed","x"," 17 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","."," -   ","NA","NA","Not applicable","."," -   ","Not applicable","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","x"," 6 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","69"," 13 ","NA","NA","","x"," 8 ","Suppressed","x"," 5 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","x"," 5 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","73"," 11 ","NA","NA","","x"," 3 ","Suppressed","x"," 8 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","100"," 6 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","x"," 10 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","100"," 8 ","NA","NA","","100"," 4 ","","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","100"," 6 ","NA","NA","","100"," 3 ","","100"," 3 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","All - England","Country","E92000001","All pupils","All pupils","63"," 537,808 ","NA","NA","","59"," 273,890 ","","67"," 263,918 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","All - England","Country","E92000001","All pupils","All pupils","63"," 421,440 ","NA","NA","","59"," 214,610 ","","67"," 206,830 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","All - England","Country","E92000001","All pupils","All pupils","63"," 22,753 ","NA","NA","","59"," 11,463 ","","67"," 11,290 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","All - England","Country","E92000001","All pupils","All pupils","68"," 50,541 ","NA","NA","","65"," 26,127 ","","71"," 24,414 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","5+1","All - England","Country","E92000001","All pupils","All pupils","60"," 27,589 ","NA","NA","","54"," 13,718 ","","66"," 13,871 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","All - England","Country","E92000001","All pupils","All pupils","84"," 1,987 ","NA","NA","","80"," 1,002 ","","89"," 985 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","County Durham","Local Authority","E06000047","All pupils","All pupils","62"," 4,979 ","NA","NA","","60"," 2,492 ","","65"," 2,487 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Darlington","Local Authority","E06000005","All pupils","All pupils","62"," 1,139 ","NA","NA","","59"," 591 ","","64"," 548 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Gateshead","Local Authority","E08000037","All pupils","All pupils","65"," 1,913 ","NA","NA","","62"," 1,009 ","","67"," 904 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hartlepool","Local Authority","E06000001","All pupils","All pupils","55"," 1,068 ","NA","NA","","49"," 523 ","","61"," 545 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","55"," 1,464 ","NA","NA","","51"," 711 ","","58"," 753 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","62"," 2,393 ","NA","NA","","59"," 1,216 ","","65"," 1,177 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North Tyneside","Local Authority","E08000022","All pupils","All pupils","68"," 1,945 ","NA","NA","","65"," 995 ","","71"," 950 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Northumberland","Local Authority","E06000057","All pupils","All pupils","61"," 3,198 ","NA","NA","","59"," 1,639 ","","64"," 1,559 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","61"," 1,620 ","NA","NA","","59"," 828 ","","63"," 792 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","South Tyneside","Local Authority","E08000023","All pupils","All pupils","62"," 1,535 ","NA","NA","","57"," 748 ","","68"," 787 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","64"," 1,994 ","NA","NA","","60"," 1,066 ","","69"," 928 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sunderland","Local Authority","E08000024","All pupils","All pupils","59"," 2,828 ","NA","NA","","54"," 1,463 ","","64"," 1,365 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","65"," 1,754 ","NA","NA","","59"," 897 ","","71"," 857 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Blackpool","Local Authority","E06000009","All pupils","All pupils","48"," 1,331 ","NA","NA","","45"," 657 ","","51"," 674 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bolton","Local Authority","E08000001","All pupils","All pupils","59"," 3,240 ","NA","NA","","53"," 1,718 ","","66"," 1,522 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bury","Local Authority","E08000002","All pupils","All pupils","62"," 2,060 ","NA","NA","","57"," 1,057 ","","67"," 1,003 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cheshire East","Local Authority","E06000049","All pupils","All pupils","68"," 3,740 ","NA","NA","","62"," 1,851 ","","73"," 1,889 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","66"," 3,443 ","NA","NA","","62"," 1,744 ","","70"," 1,699 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cumbria","Local Authority","E10000006","All pupils","All pupils","63"," 5,134 ","NA","NA","","58"," 2,614 ","","69"," 2,520 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Halton","Local Authority","E06000006","All pupils","All pupils","60"," 1,373 ","NA","NA","","59"," 695 ","","62"," 678 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Knowsley","Local Authority","E08000011","All pupils","All pupils","40"," 1,147 ","NA","NA","","37"," 603 ","","43"," 544 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lancashire","Local Authority","E10000017","All pupils","All pupils","64"," 12,106 ","NA","NA","","59"," 6,240 ","","68"," 5,866 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Liverpool","Local Authority","E08000012","All pupils","All pupils","57"," 4,611 ","NA","NA","","52"," 2,307 ","","61"," 2,304 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Manchester","Local Authority","E08000003","All pupils","All pupils","55"," 4,715 ","NA","NA","","52"," 2,405 ","","58"," 2,310 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Oldham","Local Authority","E08000004","All pupils","All pupils","57"," 2,920 ","NA","NA","","52"," 1,495 ","","61"," 1,425 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Rochdale","Local Authority","E08000005","All pupils","All pupils","59"," 2,315 ","NA","NA","","55"," 1,184 ","","63"," 1,131 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Salford","Local Authority","E08000006","All pupils","All pupils","53"," 2,084 ","NA","NA","","50"," 1,015 ","","57"," 1,069 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sefton","Local Authority","E08000014","All pupils","All pupils","60"," 3,076 ","NA","NA","","55"," 1,557 ","","66"," 1,519 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","St. Helens","Local Authority","E08000013","All pupils","All pupils","60"," 1,767 ","NA","NA","","56"," 906 ","","64"," 861 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Stockport","Local Authority","E08000007","All pupils","All pupils","66"," 2,816 ","NA","NA","","63"," 1,417 ","","69"," 1,399 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Tameside","Local Authority","E08000008","All pupils","All pupils","64"," 2,493 ","NA","NA","","60"," 1,265 ","","67"," 1,228 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Trafford","Local Authority","E08000009","All pupils","All pupils","75"," 2,758 ","NA","NA","","72"," 1,395 ","","79"," 1,363 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Warrington","Local Authority","E06000007","All pupils","All pupils","64"," 2,365 ","NA","NA","","60"," 1,224 ","","67"," 1,141 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wigan","Local Authority","E08000010","All pupils","All pupils","63"," 3,407 ","NA","NA","","57"," 1,728 ","","68"," 1,679 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wirral","Local Authority","E08000015","All pupils","All pupils","66"," 3,402 ","NA","NA","","61"," 1,597 ","","71"," 1,805 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Barnsley","Local Authority","E08000016","All pupils","All pupils","59"," 2,088 ","NA","NA","","54"," 1,048 ","","64"," 1,040 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bradford","Local Authority","E08000032","All pupils","All pupils","52"," 5,859 ","NA","NA","","48"," 2,923 ","","56"," 2,936 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Calderdale","Local Authority","E08000033","All pupils","All pupils","65"," 2,524 ","NA","NA","","63"," 1,295 ","","68"," 1,229 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Doncaster","Local Authority","E08000017","All pupils","All pupils","60"," 3,026 ","NA","NA","","55"," 1,535 ","","64"," 1,491 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","67"," 3,346 ","NA","NA","","63"," 1,673 ","","71"," 1,673 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","51"," 2,255 ","NA","NA","","52"," 1,119 ","","51"," 1,136 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kirklees","Local Authority","E08000034","All pupils","All pupils","61"," 4,534 ","NA","NA","","55"," 2,257 ","","68"," 2,277 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Leeds","Local Authority","E08000035","All pupils","All pupils","60"," 7,483 ","NA","NA","","56"," 3,854 ","","64"," 3,629 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","56"," 1,596 ","NA","NA","","52"," 799 ","","60"," 797 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","64"," 1,856 ","NA","NA","","62"," 955 ","","67"," 901 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","68"," 6,188 ","NA","NA","","63"," 3,226 ","","72"," 2,962 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Rotherham","Local Authority","E08000018","All pupils","All pupils","62"," 3,335 ","NA","NA","","57"," 1,656 ","","67"," 1,679 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sheffield","Local Authority","E08000019","All pupils","All pupils","59"," 5,242 ","NA","NA","","56"," 2,725 ","","63"," 2,517 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wakefield","Local Authority","E08000036","All pupils","All pupils","64"," 3,645 ","NA","NA","","58"," 1,887 ","","70"," 1,758 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","York","Local Authority","E06000014","All pupils","All pupils","69"," 1,585 ","NA","NA","","64"," 808 ","","74"," 777 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Derby","Local Authority","E06000015","All pupils","All pupils","54"," 2,787 ","NA","NA","","49"," 1,410 ","","60"," 1,377 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Derbyshire","Local Authority","E10000007","All pupils","All pupils","62"," 7,628 ","NA","NA","","58"," 3,837 ","","67"," 3,791 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Leicester","Local Authority","E06000016","All pupils","All pupils","57"," 3,409 ","NA","NA","","53"," 1,775 ","","62"," 1,634 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Leicestershire","Local Authority","E10000018","All pupils","All pupils","65"," 7,017 ","NA","NA","","61"," 3,606 ","","69"," 3,411 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","62"," 7,807 ","NA","NA","","58"," 3,987 ","","66"," 3,820 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","60"," 7,650 ","NA","NA","","55"," 3,946 ","","64"," 3,704 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Nottingham","Local Authority","E06000018","All pupils","All pupils","50"," 2,534 ","NA","NA","","45"," 1,284 ","","56"," 1,250 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","66"," 7,883 ","NA","NA","","61"," 4,059 ","","71"," 3,824 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Rutland","Local Authority","E06000017","All pupils","All pupils","76"," 489 ","NA","NA","","71"," 265 ","","83"," 224 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Birmingham","Local Authority","E08000025","All pupils","All pupils","60"," 12,035 ","NA","NA","","56"," 6,122 ","","64"," 5,913 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Coventry","Local Authority","E08000026","All pupils","All pupils","61"," 3,463 ","NA","NA","","58"," 1,787 ","","64"," 1,676 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Dudley","Local Authority","E08000027","All pupils","All pupils","56"," 3,591 ","NA","NA","","52"," 1,879 ","","60"," 1,712 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","62"," 1,732 ","NA","NA","","57"," 926 ","","68"," 806 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sandwell","Local Authority","E08000028","All pupils","All pupils","50"," 3,499 ","NA","NA","","45"," 1,851 ","","55"," 1,648 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Shropshire","Local Authority","E06000051","All pupils","All pupils","63"," 2,986 ","NA","NA","","59"," 1,532 ","","67"," 1,454 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Solihull","Local Authority","E08000029","All pupils","All pupils","65"," 2,987 ","NA","NA","","60"," 1,559 ","","71"," 1,428 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Staffordshire","Local Authority","E10000028","All pupils","All pupils","60"," 8,758 ","NA","NA","","56"," 4,469 ","","64"," 4,289 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","56"," 2,269 ","NA","NA","","53"," 1,129 ","","58"," 1,140 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","59"," 2,014 ","NA","NA","","55"," 1,093 ","","63"," 921 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Walsall","Local Authority","E08000030","All pupils","All pupils","57"," 3,261 ","NA","NA","","54"," 1,709 ","","61"," 1,552 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Warwickshire","Local Authority","E10000031","All pupils","All pupils","67"," 5,585 ","NA","NA","","64"," 2,913 ","","71"," 2,672 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","59"," 2,470 ","NA","NA","","52"," 1,209 ","","66"," 1,261 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Worcestershire","Local Authority","E10000034","All pupils","All pupils","65"," 5,565 ","NA","NA","","61"," 2,818 ","","69"," 2,747 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bedford","Local Authority","E06000055","All pupils","All pupils","59"," 1,862 ","NA","NA","","56"," 942 ","","62"," 920 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","68"," 5,707 ","NA","NA","","64"," 2,898 ","","71"," 2,809 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","64"," 2,596 ","NA","NA","","60"," 1,279 ","","69"," 1,317 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Essex","Local Authority","E10000012","All pupils","All pupils","64"," 14,607 ","NA","NA","","61"," 7,474 ","","68"," 7,133 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","70"," 12,613 ","NA","NA","","65"," 6,510 ","","75"," 6,103 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Luton","Local Authority","E06000032","All pupils","All pupils","56"," 2,442 ","NA","NA","","53"," 1,253 ","","58"," 1,189 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Norfolk","Local Authority","E10000020","All pupils","All pupils","61"," 8,014 ","NA","NA","","58"," 4,112 ","","64"," 3,902 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Peterborough","Local Authority","E06000031","All pupils","All pupils","55"," 2,292 ","NA","NA","","51"," 1,155 ","","59"," 1,137 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","69"," 2,047 ","NA","NA","","66"," 1,024 ","","72"," 1,023 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Suffolk","Local Authority","E10000029","All pupils","All pupils","60"," 7,158 ","NA","NA","","56"," 3,661 ","","64"," 3,497 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Thurrock","Local Authority","E06000034","All pupils","All pupils","62"," 1,721 ","NA","NA","","57"," 862 ","","67"," 859 ",""
