"Title","A* to C in English and Maths GCSE by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","68"," 3,509 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","65"," 3,283 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","63"," 4,987 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","60"," 1,335 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","39"," 1,103 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","64"," 10,512 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","57"," 3,919 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","51"," 2,312 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","58"," 1,901 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","58"," 1,601 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","52"," 1,832 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","61"," 2,896 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","61"," 1,675 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","66"," 2,463 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","63"," 2,078 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","75"," 2,118 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","64"," 2,216 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","63"," 3,271 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","66"," 3,222 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","59"," 2,018 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","54"," 2,979 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","67"," 2,021 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","59"," 2,808 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","67"," 3,222 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","53"," 2,028 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","63"," 3,029 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","61"," 5,700 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","56"," 1,486 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","64"," 1,751 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","67"," 5,886 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","62"," 2,980 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","61"," 4,001 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","64"," 3,407 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","68"," 1,511 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","55"," 2,015 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","62"," 7,297 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","44"," 1,149 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","64"," 6,108 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","62"," 7,464 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","59"," 6,612 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","46"," 1,528 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","66"," 7,243 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","77"," 472 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","61"," 4,492 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","58"," 2,275 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","56"," 2,974 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","62"," 1,681 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","46"," 1,986 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","63"," 2,857 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","66"," 2,375 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","60"," 8,176 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","55"," 1,801 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","59"," 1,769 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","55"," 2,306 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","67"," 5,003 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","56"," 1,457 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","65"," 5,183 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","59"," 1,308 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","67"," 5,139 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","65"," 2,376 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","64"," 13,142 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","69"," 10,336 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","52"," 937 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","61"," 7,551 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","54"," 1,698 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","67"," 1,649 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","60"," 6,440 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","59"," 1,385 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","65"," 549 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","."," . ","NA","NA","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","73"," 687 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","75"," 624 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","65"," 1,005 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","60"," 506 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","76"," 297 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","69"," 491 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","54"," 698 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","54"," 582 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","66"," 685 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","52"," 316 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","71"," 571 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","78"," 483 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","55"," 1,051 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","72"," 1,835 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","62"," 2,183 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","59"," 579 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","74"," 2,419 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","63"," 1,534 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","66"," 826 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","61"," 1,754 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","55"," 1,071 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","62"," 610 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","64"," 2,237 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","61"," 1,479 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","66"," 951 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","75"," 871 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","70"," 734 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","69"," 903 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","73"," 1,025 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","71"," 1,623 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","63"," 969 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","60"," 946 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","65"," 1,802 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","75"," 4,220 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","63"," 4,532 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","67"," 12,110 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","52"," 1,249 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","62"," 14,022 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","64"," 2,508 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","59"," 1,994 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","67"," 5,136 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","57"," 1,515 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","62"," 711 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","63"," 497 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","54"," 1,593 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","70"," 8,958 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","66"," 1,704 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","65"," 7,316 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","73"," 1,119 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","75"," 1,231 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","70"," 1,863 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","66"," 1,429 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","60"," 2,316 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","64"," 5,232 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","65"," 6,726 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","65"," 3,933 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","66"," 5,882 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","67"," 21 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","63"," 2,043 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","57"," 2,489 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","68"," 1,338 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","63"," 4,933 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","60"," 2,530 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","60"," 1,756 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","65"," 1,335 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","66"," 4,582 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","67"," 42 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","73"," 15 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","80"," 20 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","63"," 8 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","66"," 53 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","71"," 65 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","86"," 35 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","69"," 36 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","65"," 20 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","53"," 17 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","64"," 25 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","56"," 27 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","74"," 61 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","42"," 24 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","50"," 88 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","61"," 101 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","66"," 93 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","71"," 72 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","83"," 53 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","76"," 25 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","57"," 21 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","66"," 277 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","52"," 203 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","50"," 344 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","48"," 90 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","61"," 83 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","60"," 80 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","63"," 60 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","80"," 15 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","73"," 105 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","68"," 74 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","73"," 132 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","51"," 35 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","55"," 66 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","70"," 69 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","71"," 35 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","46"," 218 ","NA","NA",""
