Measure,Time,Time Type,Ethnicity,Ethnicity Type,Geography,Geography type,ONS geography code,Gender,FSM,Admission Basis,Type of School,SEN,Religious character,Value,Denominator
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN Support,All state-funded schools,37.7,1746
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,13.8,498
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,51.7,23590
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All SEN,All state-funded schools,31.9,4333
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN Support,All state-funded schools,37.2,3281
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,15.5,1052
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,49.4,11183
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All SEN,All state-funded schools,30.2,2728
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN Support,All state-funded schools,35.9,1959
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,15.8,769
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,53.9,12407
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All SEN,All state-funded schools,34.8,1605
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN Support,All state-funded schools,39,1322
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,14.7,283
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,63.8,1899
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All SEN,All state-funded schools,41.3,126
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN Support,All state-funded schools,49,86
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,24.8,40
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,61.7,954
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All SEN,All state-funded schools,38.7,78
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN Support,All state-funded schools,45.5,48
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,27.8,30
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,65.8,945
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All SEN,All state-funded schools,45.6,48
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN Support,All state-funded schools,53.4,38
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,15.9,10
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,53.2,461072
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All SEN,All state-funded schools,31.2,78682
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN Support,All state-funded schools,36.2,58279
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,17,20403
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Boys,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,51.6,225149
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All SEN,All state-funded schools,30.2,49977
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN Support,All state-funded schools,35.5,35056
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Boys,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,17.7,14921
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Girls,All pupils,All state-funded schools,,No identified SEN,All state-funded schools,54.7,235923
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All SEN,All state-funded schools,33,28705
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN Support,All state-funded schools,37.2,23223
Average Attainment 8 score per pupil,2016,Academic year,All pupils,All pupils,England,Country,E92000001,Girls,All pupils,All state-funded schools,,SEN with a statement or EHC plan,All state-funded schools,15,5482
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,No religious character,50.3,343946
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,No religious character,50.9,17889
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,No religious character,52.8,43374
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,No religious character,48.7,19147
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,No religious character,62.8,1641
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,No religious character,48.4,174264
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,No religious character,48.7,8942
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,No religious character,50.9,22332
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,No religious character,46,9576
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,No religious character,60.6,843
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,No religious character,52.3,169682
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,No religious character,53.1,8947
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,No religious character,54.8,21042
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,No religious character,51.3,9571
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,No religious character,65.2,798
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,51.4,22465
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,51.9,1361
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,54.2,2058
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,50.5,2402
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,64.8,141
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,49.8,11327
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,50.6,700
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,53.1,1212
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,47.6,1157
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,64,72
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,53.1,11138
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,53.4,661
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,55.7,846
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,53.2,1245
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Church of England schools,65.7,69
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,52.4,38676
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,53.1,2634
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,54.2,3435
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,52.3,5100
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,61.2,157
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,50.5,18915
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,51,1273
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,51.7,1818
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,49.7,2374
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,58.4,68
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,54.2,19761
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,55.2,1361
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,57.1,1617
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,54.5,2726
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Roman Catholic schools,63.3,89
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,49.8,8522
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,53.7,544
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,59.7,837
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,49.5,711
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,64,67
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,48.4,4411
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,53.8,305
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,58.9,480
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,47.2,406
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,59.7,37
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,51.3,4111
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,53.4,239
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,60.7,357
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,52.5,305
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Other Christian faith schools,69.3,30
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,59.5,918
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,60.9,27
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,59.5,37
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,55.8,13
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,59.2,422
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,58,12
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,58.4,20
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,58.3,7
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,59.7,496
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,63.1,15
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,60.9,17
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,53,6
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Jewish schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,48.7,9
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,59.4,614
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,54.6,34
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,N/A,0
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,N/A,0
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,57.9,149
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,55.6,10
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,N/A,0
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,!,!
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,59.8,465
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,54.3,24
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Muslim schools,N/A,0
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,,All state-funded schools,Sikh school,!,!
Average Attainment 8 score per pupil,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,All state-funded mainstream schools,50.6,414528
Average Attainment 8 score per pupil,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,All state-funded mainstream schools,51.3,22465
Average Attainment 8 score per pupil,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,,All state-funded schools,All state-funded mainstream schools,53.2,50515
