"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","48","2028","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","49","3029","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","49","5700","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","48","1486","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","49","1751","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","52","5886","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","49","2980","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","49","4001","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","49","3407","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","53","1511","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","46","2015","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","49","7297","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","40","1149","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","49","6108","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","50","7464","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","48","6612","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","43","1528","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","51","7243","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","55","472","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","49","4492","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","47","2275","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","48","2974","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","49","1681","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","43","1986","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","51","2857","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","52","2375","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","49","8176","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","47","1801","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","49","1769","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","47","2306","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","52","5003","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","46","1457","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","51","5183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","50","1308","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","51","5139","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","49","2376","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","50","13142","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","53","10336","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","46","937","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","49","7551","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","46","1698","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","52","1649","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","49","6440","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","47","1385","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","52","549","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","55","687","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","57","624","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","52","1005","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","50","506","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","58","297","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","53","491","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","47","698","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","46","582","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","53","685","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","46","316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","53","571","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","58","483","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","47","1051","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","55","1835","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","50","2183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","49","579","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","54","2419","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","50","1534","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","52","826","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","50","1754","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","47","1071","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","52","610","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","50","2237","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","48","1479","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","53","951","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","56","871","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","52","734","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","52","903","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","55","1025","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","55","1623","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","51","969","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","51","946","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","50","1802","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","56","4220","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","49","4532","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","51","12110","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","44","1249","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","50","14022","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","49","2508","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","48","1994","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","51","5136","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","1515","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","50","711","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","51","497","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","46","1593","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","53","8958","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","52","1704","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","7316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","53","1119","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","54","1231","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","52","1863","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","50","1429","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","48","2316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","50","5232","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","50","6726","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","50","3933","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","52","5882","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","49","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","50","2043","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","48","2489","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","52","1338","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","50","4933","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","48","2530","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","48","1756","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","52","1335","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","51","4582","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","52","42","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","51","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","61","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","52","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","51","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","54","65","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","54","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","53","36","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","53","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","46","17","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","51","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","48","27","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","51","61","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","46","24","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","48","88","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","51","101","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","51","93","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","51","72","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","56","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","55","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","48","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","51","277","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","45","203","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","45","344","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","44","90","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","52","83","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","50","80","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","50","60","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","57","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","53","105","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","52","74","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","57","132","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","46","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","51","66","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","53","69","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","51","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","44","218","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","49","93","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","48","61","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","52","46","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","53","44","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","45","225","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","48","335","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","49","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","52","19","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","55","124","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","50","58","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","46","265","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","51","64","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","All pupils","All pupils","59","33","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","46","166","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","49","161","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","44","210","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","51","246","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","55","134","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","48","327","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","45","231","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","51","255","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","50","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","50","834","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","45","181","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","46","183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","58","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","43","223","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","52","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","48","181","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","49","189","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","46","69","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","50","70","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","48","155","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","54","187","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","45","223","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","50","169","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","46","143","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","55","194","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","49","103","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","52","541","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","53","702","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","46","192","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","49","178","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","49","105","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","52","91","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","49","305","NA","NA"
