"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Value-Female","Denominator-Female","Lower CI - Female","Upper CI - Female","Notes - Female","All-value","All-Denominator"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Norfolk","Local Authority","E10000020","Boys","All pupils","48","91","NA","NA","50","87","NA","NA","","49","178"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Peterborough","Local Authority","E06000031","Boys","All pupils","44","55","NA","NA","54","50","NA","NA","","49","105"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","50","46","NA","NA","55","45","NA","NA","","52","91"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Suffolk","Local Authority","E10000029","Boys","All pupils","48","133","NA","NA","51","172","NA","NA","","49","305"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Thurrock","Local Authority","E06000034","Boys","All pupils","50","32","NA","NA","54","29","NA","NA","","52","61"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Camden","Local Authority","E09000007","Boys","All pupils","42","60","NA","NA","53","82","NA","NA","","48","142"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","NA","NA","N/A","N/A","NA","NA","Not applicable","N/A","N/A"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hackney","Local Authority","E09000012","Boys","All pupils","50","80","NA","NA","54","113","NA","NA","","53","193"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","47","71","NA","NA","59","62","NA","NA","","53","133"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Haringey","Local Authority","E09000014","Boys","All pupils","49","125","NA","NA","55","128","NA","NA","","52","253"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","Boys","All pupils","49","93","NA","NA","50","65","NA","NA","","49","158"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","56","62","NA","NA","57","51","NA","NA","","56","113"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","Boys","All pupils","47","129","NA","NA","51","99","NA","NA","","49","228"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","Boys","All pupils","48","150","NA","NA","52","136","NA","NA","","50","286"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","Boys","All pupils","46","103","NA","NA","51","96","NA","NA","","48","199"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","Boys","All pupils","51","137","NA","NA","55","118","NA","NA","","53","255"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","46","64","NA","NA","49","65","NA","NA","","47","129"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","Boys","All pupils","49","100","NA","NA","56","88","NA","NA","","52","188"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","Boys","All pupils","50","62","NA","NA","59","68","NA","NA","","55","130"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","45","67","NA","NA","48","74","NA","NA","","47","141"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","Boys","All pupils","55","170","NA","NA","59","193","NA","NA","","58","363"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","Boys","All pupils","49","90","NA","NA","52","71","NA","NA","","51","161"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","Boys","All pupils","47","86","NA","NA","52","72","NA","NA","","49","158"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","Boys","All pupils","55","105","NA","NA","56","124","NA","NA","","56","229"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","Boys","All pupils","46","178","NA","NA","51","246","NA","NA","","49","424"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","Boys","All pupils","48","91","NA","NA","56","104","NA","NA","","52","195"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","Boys","All pupils","48","184","NA","NA","55","140","NA","NA","","51","324"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","Boys","All pupils","47","98","NA","NA","52","110","NA","NA","","50","208"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","Boys","All pupils","48","72","NA","NA","55","91","NA","NA","","52","163"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","Boys","All pupils","49","67","NA","NA","53","60","NA","NA","","51","127"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","Boys","All pupils","49","154","NA","NA","55","145","NA","NA","","52","299"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","Boys","All pupils","55","101","NA","NA","57","123","NA","NA","","56","224"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","58","41","NA","NA","63","74","NA","NA","","61","115"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","Boys","All pupils","52","73","NA","NA","55","82","NA","NA","","54","155"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","Boys","All pupils","47","113","NA","NA","56","117","NA","NA","","52","230"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","50","67","NA","NA","55","68","NA","NA","","52","135"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","Boys","All pupils","57","104","NA","NA","62","97","NA","NA","","60","201"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","Boys","All pupils","49","109","NA","NA","51","118","NA","NA","","50","227"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","54","27","NA","NA","55","22","NA","NA","","54","49"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","50","101","NA","NA","54","80","NA","NA","","52","181"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","52","152","NA","NA","56","160","NA","NA","","54","312"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","East Sussex","Local Authority","E10000011","Boys","All pupils","47","84","NA","NA","53","82","NA","NA","","50","166"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hampshire","Local Authority","E10000014","Boys","All pupils","48","189","NA","NA","56","161","NA","NA","","52","350"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Isle of Wight","Local Authority","E06000046","Boys","All pupils","44","18","NA","NA","56","9","NA","NA","","48","27"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kent","Local Authority","E10000016","Boys","All pupils","53","271","NA","NA","57","265","NA","NA","","55","536"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Medway","Local Authority","E06000035","Boys","All pupils","45","51","NA","NA","55","74","NA","NA","","51","125"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Milton Keynes","Local Authority","E06000042","Boys","All pupils","49","95","NA","NA","51","92","NA","NA","","50","187"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Oxfordshire","Local Authority","E10000025","Boys","All pupils","46","148","NA","NA","51","140","NA","NA","","48","288"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Portsmouth","Local Authority","E06000044","Boys","All pupils","50","25","NA","NA","54","29","NA","NA","","52","54"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Reading","Local Authority","E06000038","Boys","All pupils","45","47","NA","NA","45","51","NA","NA","","45","98"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Slough","Local Authority","E06000039","Boys","All pupils","53","60","NA","NA","56","52","NA","NA","","55","112"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southampton","Local Authority","E06000045","Boys","All pupils","43","44","NA","NA","48","51","NA","NA","","46","95"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Surrey","Local Authority","E10000030","Boys","All pupils","52","241","NA","NA","58","232","NA","NA","","55","473"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","West Berkshire","Local Authority","E06000037","Boys","All pupils","47","33","NA","NA","55","42","NA","NA","","52","75"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","West Sussex","Local Authority","E10000032","Boys","All pupils","49","131","NA","NA","53","127","NA","NA","","51","258"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","58","48","NA","NA","55","51","NA","NA","","56","99"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wokingham","Local Authority","E06000041","Boys","All pupils","46","52","NA","NA","53","37","NA","NA","","49","89"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","45","38","NA","NA","51","36","NA","NA","","48","74"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bournemouth","Local Authority","E06000028","Boys","All pupils","52","40","NA","NA","55","33","NA","NA","","54","73"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bristol, City of","Local Authority","E06000023","Boys","All pupils","45","108","NA","NA","51","101","NA","NA","","48","209"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cornwall","Local Authority","E06000052","Boys","All pupils","55","45","NA","NA","51","54","NA","NA","","53","99"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Devon","Local Authority","E10000008","Boys","All pupils","51","51","NA","NA","55","44","NA","NA","","53","95"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Dorset","Local Authority","E10000009","Boys","All pupils","50","50","NA","NA","51","30","NA","NA","","50","80"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Gloucestershire","Local Authority","E10000013","Boys","All pupils","48","93","NA","NA","53","102","NA","NA","","51","195"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","N/A","0","NA","NA","N/A","0","NA","NA","Not applicable","N/A","0"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Somerset","Local Authority","E06000024","Boys","All pupils","51","34","NA","NA","60","32","NA","NA","","55","66"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Plymouth","Local Authority","E06000026","Boys","All pupils","48","18","NA","NA","56","25","NA","NA","","53","43"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Poole","Local Authority","E06000029","Boys","All pupils","54","24","NA","NA","57","23","NA","NA","","55","47"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Somerset","Local Authority","E10000027","Boys","All pupils","50","46","NA","NA","55","54","NA","NA","","53","100"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","46","62","NA","NA","50","47","NA","NA","","48","109"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Swindon","Local Authority","E06000030","Boys","All pupils","51","29","NA","NA","52","31","NA","NA","","51","60"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Torbay","Local Authority","E06000027","Boys","All pupils","62","18","NA","NA","54","22","NA","NA","","58","40"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wiltshire","Local Authority","E06000054","Boys","All pupils","53","61","NA","NA","56","54","NA","NA","","54","115"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","All - England","Country","E92000001","Boys","All pupils","48","11463","NA","NA","53","11290","NA","NA","","51","22753"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","County Durham","Local Authority","E06000047","Boys","All pupils","47","2430","NA","NA","52","2416","NA","NA","","49","4846"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Darlington","Local Authority","E06000005","Boys","All pupils","47","566","NA","NA","50","520","NA","NA","","48","1086"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Gateshead","Local Authority","E08000037","Boys","All pupils","48","949","NA","NA","51","861","NA","NA","","50","1810"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hartlepool","Local Authority","E06000001","Boys","All pupils","45","505","NA","NA","50","531","NA","NA","","47","1036"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Middlesbrough","Local Authority","E06000002","Boys","All pupils","44","564","NA","NA","47","600","NA","NA","","46","1164"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","47","959","NA","NA","49","954","NA","NA","","48","1913"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Tyneside","Local Authority","E08000022","Boys","All pupils","49","944","NA","NA","53","889","NA","NA","","51","1833"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Northumberland","Local Authority","E06000057","Boys","All pupils","46","1586","NA","NA","50","1514","NA","NA","","48","3100"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","46","803","NA","NA","50","764","NA","NA","","48","1567"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","South Tyneside","Local Authority","E08000023","Boys","All pupils","47","691","NA","NA","51","730","NA","NA","","49","1421"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","48","983","NA","NA","52","859","NA","NA","","50","1842"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sunderland","Local Authority","E08000024","Boys","All pupils","46","1405","NA","NA","50","1272","NA","NA","","48","2677"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","47","452","NA","NA","51","470","NA","NA","","49","922"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Blackpool","Local Authority","E06000009","Boys","All pupils","43","624","NA","NA","45","646","NA","NA","","44","1270"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bolton","Local Authority","E08000001","Boys","All pupils","45","1243","NA","NA","51","1111","NA","NA","","48","2354"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bury","Local Authority","E08000002","Boys","All pupils","49","839","NA","NA","53","797","NA","NA","","51","1636"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cheshire East","Local Authority","E06000049","Boys","All pupils","50","1738","NA","NA","54","1771","NA","NA","","52","3509"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","49","1664","NA","NA","54","1619","NA","NA","","51","3283"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cumbria","Local Authority","E10000006","Boys","All pupils","46","2549","NA","NA","52","2438","NA","NA","","49","4987"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Halton","Local Authority","E06000006","Boys","All pupils","47","675","NA","NA","51","660","NA","NA","","49","1335"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Knowsley","Local Authority","E08000011","Boys","All pupils","36","582","NA","NA","41","521","NA","NA","","39","1103"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lancashire","Local Authority","E10000017","Boys","All pupils","47","5428","NA","NA","52","5084","NA","NA","","50","10512"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Liverpool","Local Authority","E08000012","Boys","All pupils","46","1945","NA","NA","49","1974","NA","NA","","47","3919"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Manchester","Local Authority","E08000003","Boys","All pupils","42","1206","NA","NA","48","1106","NA","NA","","45","2312"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Oldham","Local Authority","E08000004","Boys","All pupils","43","974","NA","NA","50","927","NA","NA","","46","1901"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Rochdale","Local Authority","E08000005","Boys","All pupils","46","828","NA","NA","50","773","NA","NA","","48","1601"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Salford","Local Authority","E08000006","Boys","All pupils","44","879","NA","NA","48","953","NA","NA","","46","1832"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sefton","Local Authority","E08000014","Boys","All pupils","47","1474","NA","NA","53","1422","NA","NA","","50","2896"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","St Helens","Local Authority","E08000013","Boys","All pupils","47","873","NA","NA","51","802","NA","NA","","49","1675"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Stockport","Local Authority","E08000007","Boys","All pupils","50","1228","NA","NA","53","1235","NA","NA","","52","2463"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Tameside","Local Authority","E08000008","Boys","All pupils","47","1042","NA","NA","50","1036","NA","NA","","49","2078"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Trafford","Local Authority","E08000009","Boys","All pupils","54","1052","NA","NA","58","1066","NA","NA","","56","2118"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Warrington","Local Authority","E06000007","Boys","All pupils","48","1144","NA","NA","52","1072","NA","NA","","50","2216"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wigan","Local Authority","E08000010","Boys","All pupils","48","1660","NA","NA","53","1611","NA","NA","","51","3271"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wirral","Local Authority","E08000015","Boys","All pupils","50","1521","NA","NA","54","1701","NA","NA","","52","3222"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Barnsley","Local Authority","E08000016","Boys","All pupils","45","1011","NA","NA","50","1007","NA","NA","","47","2018"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bradford","Local Authority","E08000032","Boys","All pupils","43","1455","NA","NA","48","1524","NA","NA","","46","2979"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Calderdale","Local Authority","E08000033","Boys","All pupils","50","1052","NA","NA","54","969","NA","NA","","52","2021"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Doncaster","Local Authority","E08000017","Boys","All pupils","44","1433","NA","NA","49","1375","NA","NA","","47","2808"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","50","1604","NA","NA","54","1618","NA","NA","","52","3222"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","48","1008","NA","NA","49","1020","NA","NA","","48","2028"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","Boys","All pupils","46","1504","NA","NA","52","1525","NA","NA","","49","3029"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","Boys","All pupils","46","2938","NA","NA","51","2762","NA","NA","","49","5700"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","46","737","NA","NA","49","749","NA","NA","","48","1486"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","47","907","NA","NA","50","844","NA","NA","","49","1751"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","Boys","All pupils","49","3059","NA","NA","54","2827","NA","NA","","52","5886"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","Boys","All pupils","46","1476","NA","NA","51","1504","NA","NA","","49","2980"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","Boys","All pupils","47","2074","NA","NA","51","1927","NA","NA","","49","4001"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","Boys","All pupils","46","1771","NA","NA","51","1636","NA","NA","","49","3407"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","York","Local Authority","E06000014","Boys","All pupils","51","774","NA","NA","55","737","NA","NA","","53","1511"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","Boys","All pupils","44","1050","NA","NA","48","965","NA","NA","","46","2015"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","Boys","All pupils","47","3663","NA","NA","51","3634","NA","NA","","49","7297"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","Boys","All pupils","38","605","NA","NA","43","544","NA","NA","","40","1149"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","Boys","All pupils","47","3122","NA","NA","51","2986","NA","NA","","49","6108"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","Boys","All pupils","47","3799","NA","NA","52","3665","NA","NA","","50","7464"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","Boys","All pupils","45","3428","NA","NA","50","3184","NA","NA","","48","6612"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","Boys","All pupils","40","784","NA","NA","45","744","NA","NA","","43","1528"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","48","3730","NA","NA","53","3513","NA","NA","","51","7243"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","Boys","All pupils","53","258","NA","NA","58","214","NA","NA","","55","472"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","Boys","All pupils","46","2288","NA","NA","52","2204","NA","NA","","49","4492"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","Boys","All pupils","44","1186","NA","NA","49","1089","NA","NA","","47","2275"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","Boys","All pupils","46","1556","NA","NA","50","1418","NA","NA","","48","2974"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","Boys","All pupils","46","896","NA","NA","53","785","NA","NA","","49","1681"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","Boys","All pupils","41","1029","NA","NA","45","957","NA","NA","","43","1986"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","Boys","All pupils","49","1461","NA","NA","53","1396","NA","NA","","51","2857"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","Boys","All pupils","49","1226","NA","NA","54","1149","NA","NA","","52","2375"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","Boys","All pupils","47","4171","NA","NA","51","4005","NA","NA","","49","8176"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","45","878","NA","NA","49","923","NA","NA","","47","1801"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","47","942","NA","NA","52","827","NA","NA","","49","1769"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","Boys","All pupils","45","1199","NA","NA","49","1107","NA","NA","","47","2306"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","Boys","All pupils","50","2639","NA","NA","54","2364","NA","NA","","52","5003"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","Boys","All pupils","42","718","NA","NA","50","739","NA","NA","","46","1457"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","Boys","All pupils","49","2615","NA","NA","53","2568","NA","NA","","51","5183"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","Boys","All pupils","48","666","NA","NA","52","642","NA","NA","","50","1308"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","Boys","All pupils","49","2596","NA","NA","54","2543","NA","NA","","51","5139"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","Boys","All pupils","47","1172","NA","NA","52","1204","NA","NA","","49","2376"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","Boys","All pupils","48","6723","NA","NA","52","6419","NA","NA","","50","13142"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","Boys","All pupils","50","5354","NA","NA","55","4982","NA","NA","","53","10336"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","Boys","All pupils","45","496","NA","NA","47","441","NA","NA","","46","937"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","Boys","All pupils","47","3880","NA","NA","51","3671","NA","NA","","49","7551"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","Boys","All pupils","44","841","NA","NA","49","857","NA","NA","","46","1698"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","51","813","NA","NA","54","836","NA","NA","","52","1649"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","Boys","All pupils","47","3326","NA","NA","51","3114","NA","NA","","49","6440"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","Boys","All pupils","44","700","NA","NA","50","685","NA","NA","","47","1385"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","Boys","All pupils","47","233","NA","NA","56","316","NA","NA","","52","549"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","NA","NA","N/A","N/A","NA","NA","Not applicable","N/A","N/A"
