"Standard Ethnicity","Local authority","Boys","Girls"
"White","Richmond upon Thames","82","84"
"White","Rochdale","68","76"
"White","Rotherham","69","78"
"White","Rutland","76","82"
"White","Salford","70","79"
"White","Sandwell","64","74"
"White","Sefton","70","78"
"White","Sheffield","71","78"
"White","Shropshire","69","79"
"White","Slough","62","75"
"White","Solihull","74","81"
"White","Somerset","73","81"
"White","South Gloucestershire","77","87"
"White","South Tyneside","72","82"
"White","Southampton","68","76"
"White","Southend-on-Sea","72","84"
"White","Southwark","78","81"
"White","St. Helens","66","78"
"White","Staffordshire","75","83"
"White","Stockport","73","84"
"White","Stockton-on-Tees","75","82"
"White","Stoke-on-Trent","68","76"
"White","Suffolk","70","78"
"White","Sunderland","73","80"
"White","Surrey","76","83"
"White","Sutton","72","81"
"White","Swindon","72","81"
"White","Tameside","69","78"
"White","Telford and Wrekin","71","82"
"White","Thurrock","71","78"
"White","Torbay","73","77"
"White","Tower Hamlets","66","81"
"White","Trafford","77","86"
"White","Wakefield","68","78"
"White","Walsall","67","75"
"White","Waltham Forest","73","84"
"White","Wandsworth","83","88"
"White","Warrington","74","81"
"White","Warwickshire","73","81"
"White","West Berkshire","74","81"
"White","West Sussex","69","78"
"White","Westminster","78","85"
"White","Wigan","71","80"
"White","Wiltshire","70","79"
"White","Windsor and Maidenhead","77","86"
"White","Wirral","70","77"
"White","Wokingham","79","84"
"White","Wolverhampton","67","77"
"White","Worcestershire","74","81"
"White","York","72","82"
