"Title","EBacc achievement by ethnicity and area "
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","6612"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","14","1528"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","25","7243"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","26","472"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","24","4492"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","18","2275"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","17","2974"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","23","1681"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","1986"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","24","2857"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","27","2375"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","20","8176"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","15","1801"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","22","1769"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","18","2306"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","28","5003"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","12","1457"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","25","5183"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","19","1308"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","26","5139"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","19","2376"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","22","13142"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","10336"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","14","937"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","21","7551"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","20","1698"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","29","1649"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","18","6440"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","23","1385"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","34","549"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","37","687"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","51","624"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","32","1005"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","25","506"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","43","297"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","29","491"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","25","698"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","23","582"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","37","685"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","21","316"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","38","571"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","41","483"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","19","1051"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","42","1835"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","24","2183"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","28","579"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","36","2419"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","26","1534"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","42","826"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","30","1754"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","22","1071"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","30","610"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","27","2237"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","21","1479"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","37","951"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","42","871"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","31","734"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","28","903"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","1025"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","35","1623"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","26","969"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","22","946"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","25","1802"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","4220"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","21","4532"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","26","12110"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","13","1249"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","28","14022"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","25","2508"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","19","1994"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","25","5136"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","17","1515"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","28","711"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","24","497"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","19","1593"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","30","8958"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","30","1704"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","26","7316"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","32","1119"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","35","1231"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","34","1863"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","27","1429"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","18","2316"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","5232"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","23","6726"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","24","3933"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","26","5882"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","!","21"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","20","2043"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","20","2489"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","25","1338"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","20","4933"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","18","2530"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","16","1756"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","!","1335"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","26","4582"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","36","42"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","!","15"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","40","20"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","8"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","53"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","32","65"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","40","35"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","17","36"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","40","20"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","24","17"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","32","25"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","26","27"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","23","61"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","!","24"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","16","88"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","28","101"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","27","93"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","32","72"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","38","53"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","56","25"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","24","21"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","23","277"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","17","203"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","16","344"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","10","90"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","24","83"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","25","80"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","22","60"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","15"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","30","105"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","16","74"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","36","132"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","23","35"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","26","66"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","44","69"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","29","35"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","16","218"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","17","93"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","20","61"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","15","46"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","25","44"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","16","225"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","22","335"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","24","38"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","16","19"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","32","124"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","19","58"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","265"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","20","64"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","York","Local Authority","E06000014","All pupils","All pupils","42","33"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","17","166"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","16","161"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","19","210"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","246"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","40","134"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","327"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","19","231"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","26","255"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","44","9"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","834"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","16","181"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","16","183"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","28","25"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","223"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","25","53"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","22","181"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","23","189"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","7","69"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","70"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","19","155"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","31","187"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","9","223"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","26","169"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","16","143"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","33","194"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","26","103"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","30","541"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","702"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","14","192"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","19","178"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","28","105"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","37","91"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","20","305"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","43","61"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","25","142"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","34","193"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","39","133"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","32","253"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","23","158"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","38","113"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","22","228"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","27","286"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","23","199"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","35","255"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","17","129"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","34","188"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","34","130"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","15","141"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","45","363"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","29","161"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","25","158"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","39","229"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","24","424"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","39","195"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","30","324"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","32","208"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","28","163"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","32","127"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","26","299"
